run_id,n_agents,coupling,seed_index,t_bin,log_loss,brier,pred_stay,obs_stay,mean_r1_bin
N17_K+0.1_s3,17,0.1,3,t0_9,0.6055665636806483,0.34939211110202373,0.1026642657795827,0.0,0.28804580903214055
N17_K+0.1_s3,17,0.1,3,t10_19,0.5257957483605127,0.2897818801971757,0.11448603400517907,0.0,0.5855693716594662
N17_K+0.1_s3,17,0.1,3,t20_29,0.5245187227796192,0.2799827474720179,0.13612932849270923,0.0,0.741868838291798
N17_K+0.1_s3,17,0.1,3,t30_39,0.5955549073098355,0.32725947598441446,0.14715150574280472,0.0,0.8940224421404321
N17_K+0.12_s0,17,0.12,0,t0_9,0.5196612489565181,0.28524708728943704,0.11892407997748049,0.0,0.605058721673546
N17_K+0.12_s0,17,0.12,0,t10_19,0.4640804463411667,0.22319808129212398,0.143567823348643,0.011764705882352941,0.9440052896618196
N17_K+0.12_s0,17,0.12,0,t20_29,0.48275225911170605,0.22978071708468428,0.1396628772110212,0.041176470588235294,0.9967633383481852
N17_K+0.12_s0,17,0.12,0,t30_39,0.5030698951043433,0.24073799005059324,0.13966366181640852,0.058823529411764705,0.997117752059195
N17_K+0.12_s1,17,0.12,1,t0_9,0.5888699588179884,0.3366597497701785,0.10309525988428732,0.0,0.32329109401449274
N17_K+0.12_s1,17,0.12,1,t10_19,0.5067271664954032,0.2646658736444596,0.1291267279924652,0.0,0.6785818253446361
N17_K+0.12_s1,17,0.12,1,t20_29,0.5716362078856846,0.3131808981972552,0.14796967280617918,0.0,0.9029283545156706
N17_K+0.12_s1,17,0.12,1,t30_39,0.49380841603114345,0.236951554859135,0.1396464505524255,0.047058823529411764,0.9918040431855673
N17_K+0.12_s2,17,0.12,2,t0_9,0.4488016931325663,0.22298108037988523,0.11843704085485347,0.0058823529411764705,0.623974679594679
N17_K+0.12_s2,17,0.12,2,t10_19,0.5968116805743625,0.3304712039436535,0.14469828980216812,0.0058823529411764705,0.834295498566731
N17_K+0.12_s2,17,0.12,2,t20_29,0.5689837333134753,0.2990873156811269,0.14239508995977096,0.023529411764705882,0.9631460085193968
N17_K+0.12_s2,17,0.12,2,t30_39,0.47328103671896965,0.22374539194518844,0.13966264203476558,0.03529411764705882,0.9967643108706247
N17_K+0.12_s3,17,0.12,3,t0_9,0.4807873125692504,0.2561014625321642,0.11242634787159364,0.0,0.531904280019367
N17_K+0.12_s3,17,0.12,3,t10_19,0.4724963260462857,0.23605739043821508,0.1480419377525851,0.011764705882352941,0.8403914802564529
N17_K+0.12_s3,17,0.12,3,t20_29,0.5217607875616688,0.2619215798800188,0.15117546446281022,0.023529411764705882,0.8930787385403258
N17_K+0.12_s3,17,0.12,3,t30_39,0.601130097135022,0.32380025454603717,0.1444382369687719,0.023529411764705882,0.9595920894115316
N17_K+0.15_s0,17,0.15,0,t0_9,0.4817002831254592,0.2531872823494911,0.11561267626049807,0.0,0.5582264293143133
N17_K+0.15_s0,17,0.15,0,t10_19,0.548033007346204,0.28840714529314904,0.15146463651242142,0.01764705882352941,0.8883623845444127
N17_K+0.15_s0,17,0.15,0,t20_29,0.5073057574038954,0.25087898586571955,0.1396219348803996,0.03529411764705882,0.984163186610424
N17_K+0.15_s0,17,0.15,0,t30_39,0.48841890154455697,0.2323521473392358,0.13966002972884062,0.052941176470588235,0.9959798945259969
N17_K+0.15_s1,17,0.15,1,t0_9,0.6120167493970787,0.3437186146463482,0.11668002797065138,0.0,0.5467586388664072
N17_K+0.15_s1,17,0.15,1,t10_19,0.5074530162008771,0.26260078100097156,0.14717140718111046,0.0058823529411764705,0.9209213332442522
N17_K+0.15_s1,17,0.15,1,t20_29,0.4618049357536899,0.2170616124284318,0.13965673137445825,0.03529411764705882,0.9951814978578459
N17_K+0.15_s1,17,0.15,1,t30_39,0.49791966603938803,0.2377478781866523,0.13965931901678047,0.058823529411764705,0.9957277576776565
N17_K+0.15_s2,17,0.15,2,t0_9,0.5219221147027168,0.28767156051586196,0.11144413960530022,0.0,0.5047600864639633
N17_K+0.15_s2,17,0.15,2,t10_19,0.5090650796632684,0.263314457349497,0.14235704164866306,0.01764705882352941,0.8689512593790207
N17_K+0.15_s2,17,0.15,2,t20_29,0.4747101456465862,0.22437824125191433,0.1396469179492527,0.041176470588235294,0.9919732407496031
N17_K+0.15_s2,17,0.15,2,t30_39,0.47712682198748835,0.22525509138386254,0.13965955685404566,0.047058823529411764,0.9957374358580754
N17_K+0.15_s3,17,0.15,3,t0_9,0.5251288113227982,0.2872500860285297,0.11345397322315103,0.0,0.5515475218532433
N17_K+0.15_s3,17,0.15,3,t10_19,0.6854044231696591,0.3837508947299564,0.14012822752318976,0.0058823529411764705,0.8470319134251282
N17_K+0.15_s3,17,0.15,3,t20_29,0.4645944399184319,0.21846018525538727,0.13965606793804128,0.03529411764705882,0.9943152768738367
N17_K+0.15_s3,17,0.15,3,t30_39,0.4859797590576421,0.22994290221503452,0.13966089952244662,0.052941176470588235,0.9961287883850879
