run_id,n_agents,coupling,seed_index,t_bin,log_loss,brier,pred_stay,obs_stay,mean_r1_bin
N17_K+0.08_s0,17,0.08,0,t0_9,0.5569378675349743,0.31265405944664293,0.10056757424360453,0.0,0.41013981371291486
N17_K+0.08_s0,17,0.08,0,t10_19,0.5209670871621257,0.28325141210393556,0.1320798014323729,0.0,0.7054770234550807
N17_K+0.08_s0,17,0.08,0,t20_29,0.4568705396183928,0.2278003143212599,0.14686820394934474,0.0,0.9110813230751017
N17_K+0.08_s0,17,0.08,0,t30_39,0.466992868747802,0.22036724400208355,0.1396366202548968,0.029411764705882353,0.9896665643371636
N17_K+0.08_s1,17,0.08,1,t0_9,0.6476630881572559,0.3858715053739081,0.10080058938313104,0.0,0.2851703844883242
N17_K+0.08_s1,17,0.08,1,t10_19,0.6193192727469409,0.3590458231718719,0.10324942079522284,0.0,0.5148639624232828
N17_K+0.08_s1,17,0.08,1,t20_29,0.9947194531717866,0.5594133158915167,0.1275377561492807,0.0,0.6942118377817744
N17_K+0.08_s1,17,0.08,1,t30_39,0.8358416223465939,0.4796339927003191,0.14486151347108586,0.0058823529411764705,0.8482176510576472
N17_K+0.08_s2,17,0.08,2,t0_9,0.47853436394441057,0.24653458747345483,0.114904383985093,0.0,0.5496078267580147
N17_K+0.08_s2,17,0.08,2,t10_19,0.49371717148834193,0.2554541652194238,0.13726066611706805,0.011764705882352941,0.7517085017915728
N17_K+0.08_s2,17,0.08,2,t20_29,0.5710787202424121,0.30125307580382443,0.14843547553330333,0.0,0.9053376756970358
N17_K+0.08_s2,17,0.08,2,t30_39,0.42837180692207993,0.19880915413457104,0.13961840400811337,0.0058823529411764705,0.9846536793928742
N17_K+0.08_s3,17,0.08,3,t0_9,0.5770165876613746,0.3282462835980826,0.10877054046941262,0.0,0.5378088682409299
N17_K+0.08_s3,17,0.08,3,t10_19,0.4451711118678946,0.21810530048612034,0.13570782250991395,0.0,0.721717026382981
N17_K+0.08_s3,17,0.08,3,t20_29,0.5967561782071098,0.3325815263953349,0.13518947373691262,0.0,0.7839750985831488
N17_K+0.08_s3,17,0.08,3,t30_39,0.563939456945449,0.30077223180681156,0.14810161014621565,0.0058823529411764705,0.874048664400555
N17_K+0.1_s0,17,0.1,0,t0_9,0.466780081099721,0.23860576039838843,0.12034714597059089,0.0,0.583407482529112
N17_K+0.1_s0,17,0.1,0,t10_19,0.5020940434843316,0.2641337066663238,0.14604152574229956,0.0,0.8455737489950845
N17_K+0.1_s0,17,0.1,0,t20_29,0.4964260048885903,0.2413640772375739,0.14050949213705846,0.03529411764705882,0.9731375906341875
N17_K+0.1_s0,17,0.1,0,t30_39,0.48114464271968055,0.22813941553446246,0.13966429291015417,0.041176470588235294,0.9976851293725064
N17_K+0.1_s1,17,0.1,1,t0_9,0.46785526023795365,0.2451951405980627,0.11537150874589881,0.0,0.5980580871536642
N17_K+0.1_s1,17,0.1,1,t10_19,0.5984480901159953,0.31988348175856446,0.14445405955908813,0.0058823529411764705,0.8899406624279887
N17_K+0.1_s1,17,0.1,1,t20_29,0.4745913468248924,0.22211799100684568,0.13962483426871836,0.029411764705882353,0.9856987895162295
N17_K+0.1_s1,17,0.1,1,t30_39,0.4902621623120777,0.23343595512218213,0.13966468739274743,0.047058823529411764,0.9978105620640345
N17_K+0.1_s2,17,0.1,2,t0_9,0.5471591755131029,0.304873619506284,0.11479438847167316,0.0,0.5605313168620597
N17_K+0.1_s2,17,0.1,2,t10_19,0.487947907222586,0.2524808011593504,0.14558011963456005,0.0058823529411764705,0.8875830895928971
N17_K+0.1_s2,17,0.1,2,t20_29,0.48011241854787506,0.2332577882477619,0.13962206501052687,0.023529411764705882,0.985305882146928
N17_K+0.1_s2,17,0.1,2,t30_39,0.4903000867466495,0.23346858312875482,0.13966468739274743,0.047058823529411764,0.9980847047473922
