seed_index,coupling,n_agents,init_seed,run_id,contrast,contrast_role,phenotype_ref,phenotype_other,delta_final_r1,delta_mean_r1,delta_final_r2,delta_mean_r2,delta_final_r3,delta_mean_r3,delta_final_Q2,delta_mean_Q2,delta_final_Q2_given_r1,delta_mean_Q2_given_r1,delta_mean_activity,delta_mean_tau_social,delta_t_r1_gt_0.5_first_passage,delta_t_r1_gt_0.9_first_passage,delta_t_r1_gt_0.9_sustained,delta_omega_coll,delta_locking,delta_sustained_lock
1,-0.15,17,2026089580,N17_K-0.15_s1,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.02900341103542891,0.01238539012208064,0.04539074114691486,0.013720897460451797,-0.06714147975678318,-0.04497707323151662,0.01638733011148595,0.001335507338371164,0.04267826648472787,0.012694019909307047,-0.12058823529411766,0.29823529411764704,nan,nan,nan,-0.044735294117647116,0.0,0.0
1,-0.15,17,2026089580,N17_K-0.15_s1,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.10086474643242146,0.09960571705455579,-0.028546190508272087,0.03053410317387828,0.008163468070782443,0.061617174229250476,-0.12941093694069356,-0.06907161388067751,-0.045227600096931275,0.013588110913156703,-0.12882352941176478,0.3664705882352941,nan,nan,nan,-0.05497058823529416,0.0,0.0
1,-0.15,17,2026089580,N17_K-0.15_s1,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,low_polar_active,low_polar_active,0.07186133539699255,0.08722032693247515,-0.07393693165518694,0.016813205713426482,0.07530494782756562,0.1065942474607671,-0.1457982670521795,-0.07040712121904867,-0.08790586658165914,0.0008940910038496563,-0.008235294117647118,0.06823529411764706,nan,nan,nan,-0.010235294117647046,0.0,0.0
1,0.0,17,2026089430,N17_K+0_s1,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0694117647058824,-0.01764705882352941,nan,nan,nan,0.0,0.0,0.0
1,0.0,17,2026089430,N17_K+0_s1,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11117647058823532,0.07470588235294118,nan,nan,nan,0.0,0.0,0.0
1,0.0,17,2026089430,N17_K+0_s1,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041764705882352926,0.09235294117647058,nan,nan,nan,0.0,0.0,0.0
1,0.08,17,2026089510,N17_K+0.08_s1,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,polar_locked,high_r2_nonpolar,-0.3843939840666917,-0.20455962247066561,-0.2846147090580661,-0.2651864174957227,-0.6172930812148628,-0.3081293376975719,0.0997792750086256,-0.06062679502505708,0.3356678001926487,0.048102507469766353,0.00764705882352934,0.11235294117647059,5.0,nan,nan,0.008988235294117622,-1.0,-1.0
1,0.08,17,2026089510,N17_K+0.08_s1,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,polar_locked,partial_polar_order,-0.5003515135863104,-0.45694259474708776,-0.7573377118486176,-0.5082959277837842,-0.7809594380486077,-0.509495497503196,-0.2569861982623074,-0.05135333303669637,-0.007958304859962212,0.07620022288049913,-0.02352941176470591,0.15764705882352942,31.0,nan,nan,0.012611764705882317,-1.0,-1.0
1,0.08,17,2026089510,N17_K+0.08_s1,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,high_r2_nonpolar,partial_polar_order,-0.11595752951961863,-0.25238297227642215,-0.47272300279055157,-0.24310951028806144,-0.1636663568337449,-0.20136615980562406,-0.356765473270933,0.00927346198836071,-0.34362610505261093,0.028097715410732776,-0.03117647058823525,0.04529411764705883,26.0,nan,nan,0.0036235294117646956,0.0,0.0
1,0.15,17,2026089580,N17_K+0.15_s1,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,polar_locked,partial_polar_order,-0.21799717125304308,-0.20492365781296862,-0.3158332578833134,-0.26775518624553396,-0.5080931485447537,-0.30386406717386993,-0.09783608663027032,-0.06283152843256534,0.07018865905611016,0.07684630128129011,0.0117647058823529,0.3023529411764706,2.0,nan,nan,0.04535294117647064,-1.0,-1.0
1,0.15,17,2026089580,N17_K+0.15_s1,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,polar_locked,high_r2_nonpolar,-0.8922029367436685,-0.8694097462339636,-0.19986115385833825,-0.18940664089441206,-0.8617153053051011,-0.7102272556376987,0.6923417828853302,0.6800031053395516,0.7784928538905196,0.6948900174019268,-0.09411764705882353,-0.03764705882352941,nan,nan,nan,-0.005647058823529389,-1.0,-1.0
1,0.15,17,2026089580,N17_K+0.15_s1,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,partial_polar_order,high_r2_nonpolar,-0.6742057654906254,-0.664486088420995,0.11597210402497515,0.0783485453511219,-0.3536221567603474,-0.4063631884638288,0.7901778695156005,0.7428346337721169,0.7083041948344094,0.6180437161206367,-0.10588235294117643,-0.33999999999999997,nan,nan,nan,-0.05100000000000003,0.0,0.0
2,-0.15,17,2026089590,N17_K-0.15_s2,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.03448182699998461,0.009627219776660353,0.03357698814737494,0.025210528139833335,0.1002789437064687,-0.01562621852672974,-0.0009048388526096685,0.015583308363172982,0.031760885593095624,0.024436231776925624,-0.11235294117647054,0.3135294117647059,nan,nan,nan,-0.047029411764705875,0.0,0.0
2,-0.15,17,2026089590,N17_K-0.15_s2,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.010872645963746862,0.14012168401083586,0.04679815563040874,0.04420785624317855,-0.05787457067722118,0.030393131033986914,0.03592550966666188,-0.09591382776765729,0.046482205063074496,0.014653069655046105,-0.12764705882352945,0.4041176470588235,nan,nan,nan,-0.06061764705882355,0.0,0.0
2,-0.15,17,2026089590,N17_K-0.15_s2,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,low_polar_active,low_polar_active,-0.02360918103623775,0.1304944642341755,0.0132211674830338,0.018997328103345215,-0.15815351438368988,0.046019349560716655,0.03683034851927155,-0.11149713613083027,0.014721319469978872,-0.009783162121879518,-0.015294117647058902,0.09058823529411765,nan,nan,nan,-0.013588235294117668,0.0,0.0
2,0.0,17,2026089440,N17_K+0_s2,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03117647058823525,-0.1111764705882353,nan,nan,nan,0.0,0.0,0.0
2,0.0,17,2026089440,N17_K+0_s2,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06705882352941173,-0.03411764705882353,nan,nan,nan,0.0,0.0,0.0
2,0.0,17,2026089440,N17_K+0_s2,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035882352941176476,0.07705882352941176,nan,nan,nan,0.0,0.0,0.0
2,0.08,17,2026089520,N17_K+0.08_s2,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,polar_locked,partial_polar_order,-0.2924508778433934,-0.3760776569176665,-0.47013229780046806,-0.493970979587225,-0.3065518969766873,-0.47173269432120607,-0.17768141995707465,-0.11789332266955854,0.028494761207690678,0.0691554359631456,0.021176470588235352,0.16,44.0,nan,nan,0.01280000000000002,-1.0,-1.0
2,0.08,17,2026089520,N17_K+0.08_s2,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,polar_locked,high_r2_nonpolar,-0.8959922437728424,-0.7022378781779026,-0.2098756439548165,-0.2677088085510323,-0.7420771491307732,-0.6499182169532047,0.6861165998180259,0.4345290696268703,0.7770175782965778,0.554757221014371,-0.044117647058823484,0.09470588235294118,nan,nan,nan,0.007576470588235334,-1.0,-1.0
2,0.08,17,2026089520,N17_K+0.08_s2,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,partial_polar_order,high_r2_nonpolar,-0.603541365929449,-0.32616022126023614,0.26025665384565155,0.22626217103619273,-0.4355252521540859,-0.1781855226319986,0.8637980197751005,0.5524223922964289,0.7485228170888871,0.48560178505122537,-0.06529411764705884,-0.06529411764705882,nan,nan,nan,-0.005223529411764688,0.0,0.0
2,0.15,17,2026089590,N17_K+0.15_s2,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,polar_locked,partial_polar_order,-0.255976969775504,-0.25285897794710477,-0.3398917263665381,-0.40419318941572957,-0.47397386165380456,-0.4527505199692262,-0.08391475659103409,-0.1513342114686248,0.10392000896852283,-0.0030419094894394982,0.014705882352941124,0.18294117647058825,7.0,nan,nan,0.027441176470588254,-1.0,-1.0
2,0.15,17,2026089590,N17_K+0.15_s2,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,polar_locked,low_polar_active,-0.9139249116915324,-0.8382386680867726,-0.503501708221247,-0.2326355486809284,-0.8261645391970693,-0.7047000588958725,0.41042320347028544,0.6056031194058442,0.47974223711371783,0.6065107513671608,-0.07529411764705884,-0.11529411764705882,nan,nan,nan,-0.01729411764705882,-1.0,-1.0
2,0.15,17,2026089590,N17_K+0.15_s2,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,partial_polar_order,low_polar_active,-0.6579479419160285,-0.5853796901396678,-0.16360998185470887,0.17155764073480118,-0.35219067754326483,-0.2519495389266463,0.4943379600613195,0.756937330874469,0.375822228145195,0.6095526608566003,-0.08999999999999997,-0.29823529411764704,nan,nan,nan,-0.044735294117647074,0.0,0.0
3,-0.15,17,2026089600,N17_K-0.15_s3,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,-0.013789972998661262,0.0192155763571183,-0.014620708184162987,0.02815553620976738,-0.03845827387708589,0.011133942977049838,-0.0008307351855017242,0.008939959852649088,-0.013762550339550456,0.0264678230940891,-0.11058823529411754,0.34235294117647064,nan,nan,nan,-0.05135294117647056,0.0,0.0
3,-0.15,17,2026089600,N17_K-0.15_s3,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.09449355327308262,0.13361688775318117,0.032151425118875546,-0.0027905955051374526,0.06974164598126198,0.05262027714709905,-0.06234212815420709,-0.13640748325831864,0.016038942521437283,-0.029812176829843412,-0.11529411764705877,0.43176470588235294,nan,nan,nan,-0.06476470588235289,0.0,0.0
3,-0.15,17,2026089600,N17_K-0.15_s3,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,low_polar_active,low_polar_active,0.1082835262717439,0.11440131139606288,0.04677213330303853,-0.03094613171490483,0.10819991985834787,0.04148633417004921,-0.061511392968705364,-0.1453474431109677,0.02980149286098774,-0.05627999992393251,-0.004705882352941226,0.08941176470588236,nan,nan,nan,-0.01341176470588234,0.0,0.0
3,0.0,17,2026089450,N17_K+0_s3,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036470588235294144,0.04470588235294118,0.0,nan,nan,0.0,0.0,0.0
3,0.0,17,2026089450,N17_K+0_s3,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0676470588235294,0.1288235294117647,0.0,nan,nan,0.0,0.0,0.0
3,0.0,17,2026089450,N17_K+0_s3,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03117647058823525,0.08411764705882352,0.0,nan,nan,0.0,0.0,0.0
3,0.08,17,2026089530,N17_K+0.08_s3,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,polar_locked,partial_polar_order,-0.2791545300300571,-0.36718853671429696,-0.34658917551543367,-0.35518783908599216,-0.2583397809062594,-0.32348007174331206,-0.06743464548537659,0.012000697628304802,0.13307396461663645,0.2026131881685776,0.0117647058823529,0.10235294117647059,3.0,nan,nan,0.008188235294117652,-1.0,-1.0
3,0.08,17,2026089530,N17_K+0.08_s3,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,polar_locked,partial_polar_order,-0.600263225816793,-0.6379166740713635,-0.6776552953615423,-0.44823011055918344,-0.7792378152481338,-0.530665663860439,-0.07739206954474925,0.18968656351218016,0.16100987068207492,0.3481356655450789,-0.003529411764705892,0.0811764705882353,nan,nan,nan,0.006494117647058841,-1.0,-1.0
3,0.08,17,2026089530,N17_K+0.08_s3,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,partial_polar_order,partial_polar_order,-0.321108695786736,-0.27072813735706663,-0.3310661198461087,-0.09304227147319127,-0.5208980343418743,-0.207185592117127,-0.009957424059372666,0.17768586588387536,0.02793590606543847,0.1455224773765013,-0.015294117647058791,-0.021176470588235297,nan,nan,nan,-0.001694117647058812,0.0,0.0
3,0.15,17,2026089600,N17_K+0.15_s3,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,polar_locked,partial_polar_order,-0.1909987965586728,-0.2786854013976684,-0.4435079160427662,-0.38028256479568645,-0.52811385144346,-0.3859124585557455,-0.2525091194840934,-0.10159716339801805,-0.09920924175650692,0.07901186334533983,0.022941176470588243,0.15823529411764706,18.0,nan,nan,0.023735294117647084,-1.0,-1.0
3,0.15,17,2026089600,N17_K+0.15_s3,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,polar_locked,high_r2_nonpolar,-0.3201173550202778,-0.35649989095211887,-0.2978480635863584,-0.3755724961395369,-0.6376945674124779,-0.3982593091429345,0.022269291433919425,-0.019072605187418046,0.23786950151903552,0.18422518570992302,0.011176470588235343,0.33941176470588236,15.0,nan,nan,0.05091176470588238,-1.0,-1.0
3,0.15,17,2026089600,N17_K+0.15_s3,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,partial_polar_order,high_r2_nonpolar,-0.12911855846160503,-0.07781448955445047,0.14565985245640778,0.004710068656149535,-0.10958071596901786,-0.012346850587188984,0.2747784109180128,0.08252455821060001,0.33707874327554244,0.1052133223645832,-0.0117647058823529,0.18117647058823527,-3.0,nan,nan,0.0271764705882353,0.0,0.0
4,-0.15,17,2026089610,N17_K-0.15_s4,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.0020173814760263697,0.02302601314349484,-0.05062118966865742,-0.007871935135016453,-0.1347741716469324,-0.04572491030362555,-0.05263857114468379,-0.030897948278511292,-0.05078290753971494,-0.010246790221799487,-0.09176470588235297,0.28470588235294114,nan,nan,nan,-0.0427058823529412,0.0,0.0
4,-0.15,17,2026089610,N17_K-0.15_s4,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.05417015257836059,0.12867149467015693,0.04843446246829075,-0.005954941516574677,0.14786456981124763,-0.013612436392500343,-0.005735690110069844,-0.1346264361867316,0.04126693670520171,-0.03281941377101902,-0.11176470588235299,0.3941176470588235,nan,nan,nan,-0.059117647058823566,0.0,0.0
4,-0.15,17,2026089610,N17_K-0.15_s4,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,low_polar_active,low_polar_active,0.05215277110233422,0.10564548152666207,0.09905565213694817,0.0019169936184417757,0.28263874145818,0.032112473911125206,0.046902881034613944,-0.1037284879082203,0.09204984424491665,-0.02257262354921953,-0.020000000000000018,0.10941176470588235,nan,nan,nan,-0.01641176470588237,0.0,0.0
4,0.0,17,2026089460,N17_K+0_s4,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047647058823529376,-0.04058823529411765,nan,nan,nan,0.0,0.0,0.0
4,0.0,17,2026089460,N17_K+0_s4,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10235294117647054,0.06352941176470589,nan,nan,nan,0.0,0.0,0.0
4,0.0,17,2026089460,N17_K+0_s4,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05470588235294116,0.10411764705882354,nan,nan,nan,0.0,0.0,0.0
4,0.08,17,2026089540,N17_K+0.08_s4,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,polar_locked,partial_polar_order,-0.2511790513030725,-0.38861021718560906,-0.5365257567625887,-0.3496383987412581,-0.5030221326971052,-0.39772494316880896,-0.2853467054595163,0.038971818444350936,-0.0979468939479527,0.21577465877231716,0.01176470588235301,-0.0058823529411764705,22.0,nan,nan,-0.0004705882352941048,-1.0,-1.0
4,0.08,17,2026089540,N17_K+0.08_s4,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,polar_locked,high_r2_nonpolar,-0.8525424813102377,-0.7446818588279015,-0.4011589244275624,-0.42149947200981297,-0.72020646765507,-0.6426420758026102,0.4513835568826753,0.32318238681808853,0.5747610724173582,0.3968241635519433,-0.05117647058823527,-0.061764705882352944,nan,nan,nan,-0.004941176470588224,-1.0,-1.0
4,0.08,17,2026089540,N17_K+0.08_s4,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,partial_polar_order,high_r2_nonpolar,-0.6013634300071652,-0.35607164164229244,0.1353668323350264,-0.07186107326855484,-0.21718433495796485,-0.24491713263380127,0.7367302623421916,0.2842105683737376,0.6727079663653108,0.1810495047796261,-0.06294117647058828,-0.055882352941176466,nan,nan,nan,-0.004470588235294119,0.0,0.0
4,0.15,17,2026089610,N17_K+0.15_s4,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,polar_locked,partial_polar_order,-0.4627785356262538,-0.2347005524387411,-0.5033484697433004,-0.40809708735033345,-0.42538588760030704,-0.5036360833225304,-0.04056993411704651,-0.17339653491159235,0.20436155011529306,-0.011151079673070607,0.020000000000000018,0.24235294117647058,2.0,nan,nan,0.03635294117647059,-1.0,-1.0
4,0.15,17,2026089610,N17_K+0.15_s4,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,polar_locked,high_r2_nonpolar,-0.360569292814656,-0.28517967931080146,-0.22506905773360275,-0.27509963554440064,-0.4144021557911576,-0.33238795306319435,0.13550023508105324,0.010080043766400815,0.36318967910784083,0.19282544507643662,-0.0017647058823528905,0.43117647058823527,7.0,nan,nan,0.06467647058823531,-1.0,-1.0
4,0.15,17,2026089610,N17_K+0.15_s4,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,partial_polar_order,high_r2_nonpolar,0.10220924281159782,-0.050479126872060354,0.2782794120096976,0.1329974518059328,0.010983731809149466,0.171248130259336,0.17607016919809976,0.18347657867799316,0.15882812899254778,0.20397652474950723,-0.021764705882352908,0.1888235294117647,5.0,nan,nan,0.02832352941176472,0.0,0.0
5,-0.15,17,2026089620,N17_K-0.15_s5,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.007283677778054658,0.020864601184568572,0.0993992479370693,0.00721161468629522,0.21722043040309044,0.011098713445002184,0.09211557015901464,-0.013652986498273345,0.09900816231511733,0.005359365485983189,-0.10999999999999999,0.29470588235294115,nan,nan,nan,-0.04420588235294116,0.0,0.0
5,-0.15,17,2026089620,N17_K-0.15_s5,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.10888870441190597,0.09704679463698557,0.025570970176919047,-0.0016794682589645477,0.26955924796571,0.09155190714441239,-0.08331773423498692,-0.09872626289595011,0.00866072275033413,-0.017688008298740995,-0.12941176470588234,0.37411764705882355,nan,nan,nan,-0.056117647058823494,0.0,0.0
5,-0.15,17,2026089620,N17_K-0.15_s5,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,low_polar_active,low_polar_active,0.1016050266338513,0.076182193452417,-0.07382827776015025,-0.008891082945259768,0.05233881756261957,0.0804531936994102,-0.17543330439400157,-0.08507327639767677,-0.0903474395647832,-0.023047373784724184,-0.01941176470588235,0.07941176470588235,nan,nan,nan,-0.01191176470588234,0.0,0.0
5,0.0,17,2026089470,N17_K+0_s5,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06470588235294117,-0.13294117647058823,nan,nan,nan,0.0,0.0,0.0
5,0.0,17,2026089470,N17_K+0_s5,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09176470588235297,-0.03411764705882353,nan,nan,nan,0.0,0.0,0.0
5,0.0,17,2026089470,N17_K+0_s5,intervals_24_decimal6__minus__centers_24_standard,secondary_intervals_vs_centers,low_polar_active,low_polar_active,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027058823529411802,0.0988235294117647,nan,nan,nan,0.0,0.0,0.0
5,0.08,17,2026089550,N17_K+0.08_s5,centers_24_standard__minus__moments_m1_m3,primary_vs_moments,polar_locked,partial_polar_order,-0.25051055350404705,-0.24948171093059912,-0.37416700596321517,-0.32626931207863696,-0.40541897007518346,-0.3164296193887278,-0.12365645245916812,-0.07678760114803784,0.06340684036751132,0.0648621477762939,-0.0011764705882352233,0.09176470588235294,4.0,nan,nan,0.007341176470588279,-1.0,-1.0
5,0.08,17,2026089550,N17_K+0.08_s5,intervals_24_decimal6__minus__moments_m1_m3,primary_vs_moments,polar_locked,high_r2_nonpolar,-0.43039388743015716,-0.46339790758320554,-0.2566673459286255,-0.2904567785990462,-0.6015067597245283,-0.4404862327031821,0.17372654150153166,0.17294112898415936,0.4176931037639893,0.33691906047472775,-0.024705882352941133,0.24352941176470588,50.0,nan,nan,0.019482352941176506,-1.0,-1.0
