seed_index,coupling,n_agents,init_seed,run_id,contrast,phenotype_ref,phenotype_other,delta_final_r1,delta_mean_r1,delta_final_r2,delta_mean_r2,delta_final_r3,delta_mean_r3,delta_mean_activity,delta_mean_tau_social,delta_t_r1_gt_0.5,delta_t_r1_gt_0.9,delta_omega_coll,delta_locking
0,0.08,17,2026089500,N17_K+0.08_s0,centers_24_standard__minus__moments_m1_m3,partial_or_disordered,partial_or_disordered,0.054117373940760494,0.038350758960826875,0.009693059960096367,-0.0018961509777435104,0.045544087630738785,0.018623881612804233,0.13725490196078427,0.33333333333333337,nan,nan,0.026666666666666693,0.0
0,0.08,17,2026089500,N17_K+0.08_s0,intervals_24_decimal6__minus__moments_m1_m3,partial_or_disordered,partial_or_disordered,0.026179499353127578,0.020737960241575676,-0.033275708634393,-0.016346291903202165,-0.00440144258287533,-0.009977045579063745,0.039215686274509776,0.0392156862745098,nan,nan,0.0031372549019607916,0.0
