coupling,contrast,n_seeds,delta_final_r1_mean,delta_final_r1_ci_low,delta_final_r1_ci_high,delta_mean_r1_mean,delta_mean_r1_ci_low,delta_mean_r1_ci_high,delta_final_r2_mean,delta_final_r2_ci_low,delta_final_r2_ci_high,delta_mean_r2_mean,delta_mean_r2_ci_low,delta_mean_r2_ci_high,delta_final_r3_mean,delta_final_r3_ci_low,delta_final_r3_ci_high,delta_mean_r3_mean,delta_mean_r3_ci_low,delta_mean_r3_ci_high,delta_mean_activity_mean,delta_mean_activity_ci_low,delta_mean_activity_ci_high,delta_mean_tau_social_mean,delta_mean_tau_social_ci_low,delta_mean_tau_social_ci_high,delta_t_r1_gt_0.5_mean,delta_t_r1_gt_0.5_ci_low,delta_t_r1_gt_0.5_ci_high,delta_t_r1_gt_0.9_mean,delta_t_r1_gt_0.9_ci_low,delta_t_r1_gt_0.9_ci_high,delta_omega_coll_mean,delta_omega_coll_ci_low,delta_omega_coll_ci_high,delta_locking_mean,delta_locking_ci_low,delta_locking_ci_high
0.08,centers_24_standard__minus__moments_m1_m3,1,0.054117373940760494,0.054117373940760494,0.054117373940760494,0.038350758960826875,0.038350758960826875,0.038350758960826875,0.009693059960096367,0.009693059960096367,0.009693059960096367,-0.0018961509777435104,-0.0018961509777435104,-0.0018961509777435104,0.045544087630738785,0.045544087630738785,0.045544087630738785,0.018623881612804233,0.018623881612804233,0.018623881612804233,0.13725490196078427,0.13725490196078427,0.13725490196078427,0.33333333333333337,0.33333333333333337,0.33333333333333337,nan,nan,nan,nan,nan,nan,0.026666666666666693,0.026666666666666693,0.026666666666666693,0.0,0.0,0.0
0.08,intervals_24_decimal6__minus__moments_m1_m3,1,0.026179499353127578,0.026179499353127578,0.026179499353127578,0.020737960241575676,0.020737960241575676,0.020737960241575676,-0.033275708634393,-0.033275708634393,-0.033275708634393,-0.016346291903202165,-0.016346291903202165,-0.016346291903202165,-0.00440144258287533,-0.00440144258287533,-0.00440144258287533,-0.009977045579063745,-0.009977045579063745,-0.009977045579063745,0.039215686274509776,0.039215686274509776,0.039215686274509776,0.0392156862745098,0.0392156862745098,0.0392156862745098,nan,nan,nan,nan,nan,nan,0.0031372549019607916,0.0031372549019607916,0.0031372549019607916,0.0,0.0,0.0
