block,representation,profile,concentration,estimator,a0
block_1,moments_m1_m3,sparse_N16_antipodal_k6,6.0,fourier_M8,-0.014203123708249322
block_1,moments_m1_m3,sparse_N16_antipodal_k6,6.0,fourier_M12,-0.013545194457983351
block_1,moments_m1_m3,sparse_N16_antipodal_k6,6.0,unweighted_mean_g,-0.00925925925925926
block_1,moments_m1_m3,sparse_N16_antipodal_k6,6.0,density_weighted_mean_g,-0.01364171433773558
block_1,moments_m1_m3,sparse_N16_antipodal_k6,6.0,mirror_even_mean_g,-0.00925925925925926
block_1,centers_24_standard,unimodal_k9,9.0,fourier_M2,-0.28485982508196295
block_1,centers_24_standard,unimodal_k9,9.0,fourier_M4,-0.2877428716679447
block_1,centers_24_standard,unimodal_k9,9.0,fourier_M6,-0.29415246133375184
block_1,centers_24_standard,unimodal_k9,9.0,fourier_M8,-0.29063138423021184
block_1,centers_24_standard,unimodal_k9,9.0,fourier_M12,-0.290141277995531
block_1,centers_24_standard,unimodal_k9,9.0,unweighted_mean_g,-0.2847222222222222
block_1,centers_24_standard,unimodal_k9,9.0,density_weighted_mean_g,-0.28503258209408283
block_1,centers_24_standard,unimodal_k9,9.0,mirror_even_mean_g,-0.2847222222222222
block_1,centers_24_standard,bimodal_equal_sep2_k6,6.0,fourier_M2,-0.06766999289197827
block_1,centers_24_standard,bimodal_equal_sep2_k6,6.0,fourier_M4,-0.0681305672058575
block_1,centers_24_standard,bimodal_equal_sep2_k6,6.0,fourier_M6,-0.06602342510298899
block_1,centers_24_standard,bimodal_equal_sep2_k6,6.0,fourier_M8,-0.07320150578463488
block_1,centers_24_standard,bimodal_equal_sep2_k6,6.0,fourier_M12,-0.07564676773903131
block_1,centers_24_standard,bimodal_equal_sep2_k6,6.0,unweighted_mean_g,-0.06944444444444443
block_1,centers_24_standard,bimodal_equal_sep2_k6,6.0,density_weighted_mean_g,-0.07483162816384074
block_1,centers_24_standard,bimodal_equal_sep2_k6,6.0,mirror_even_mean_g,-0.06944444444444445
block_1,centers_24_standard,antipodal_equal_k6,6.0,fourier_M2,0.16166907759543203
block_1,centers_24_standard,antipodal_equal_k6,6.0,fourier_M4,0.15706911140701596
block_1,centers_24_standard,antipodal_equal_k6,6.0,fourier_M6,0.15775033938570776
block_1,centers_24_standard,antipodal_equal_k6,6.0,fourier_M8,0.16202900926886096
block_1,centers_24_standard,antipodal_equal_k6,6.0,fourier_M12,0.15914098581226932
block_1,centers_24_standard,antipodal_equal_k6,6.0,unweighted_mean_g,0.16203703703703706
block_1,centers_24_standard,antipodal_equal_k6,6.0,density_weighted_mean_g,0.1596341206620359
block_1,centers_24_standard,antipodal_equal_k6,6.0,mirror_even_mean_g,0.16203703703703703
block_1,centers_24_standard,asymmetric_w075_sep2_k6,6.0,fourier_M2,-0.3289830169233847
block_1,centers_24_standard,asymmetric_w075_sep2_k6,6.0,fourier_M4,-0.3345080181486062
