block,representation,profile,concentration,a0,a1,b1,R1,phi1,phi1_degrees,phi1_reportable,phi1_raw_degrees,a2,b2,R2,phi2,phi2_degrees,phi2_reportable,phi2_raw_degrees,activity,mean_stay,mean_entropy,entropy_units,entropy_normalized_by_log3,no_stay_directional_controller,hard_directional_controller,a0_fourier_range,a0_unweighted_mean_g,a0_density_weighted_mean_g,a0_mirror_even_mean_g,g_prime0_M6_diagnostic,g_prime0_order_range_diagnostic,g_prime0_sign_flip_diagnostic,n_fixed_points_diagnostic
block_1,moments_m1_m3,sparse_N8_unimodal_k6,6.0,0.1441851410730867,0.9490549429746618,-0.24451766689450868,0.9800480468875862,-0.252159339015166,-14.447665890377529,1,-14.447665890377529,0.5162951025167103,0.14724107644277737,0.5368804033253293,0.2778128619012443,15.917504481392083,1,15.917504481392083,1.0,0.0,0.131428612365968,nats,0,1,1,0.0034625272117000394,0.1435185185185185,0.14457146634556148,0.14351851851851852,4.074727424772265,6.027608348231176,0,4
block_1,moments_m1_m3,sparse_N16_antipodal_k6,6.0,-0.011343188186462454,0.005614873609843125,-0.02328681922045672,0.023954180325378393,nan,nan,0,-76.44370871279976,0.06458907119909348,0.01552772263874954,0.06642934809786637,nan,nan,0,13.517829054684672,0.03703703703703704,0.9629629629629631,0.07814027412528719,nats,0,0,0,0.005108188194627161,-0.00925925925925926,-0.01364171433773558,-0.00925925925925926,-0.10769964591943686,0.722279011968803,1,30
block_1,centers_24_standard,unimodal_k9,9.0,-0.29415246133375184,-0.07925347347131466,0.11066243631782424,0.136114980325697,nan,nan,0,125.60922418661481,-0.2197318594021676,-0.027238239540219398,0.22141366653751146,-3.018260542627364,-172.93359056341367,1,-172.93359056341367,0.9837962962962963,0.016203703703703706,0.4829135206094633,nats,0,0,0,0.009292636251788888,-0.2847222222222222,-0.28503258209408283,-0.2847222222222222,0.8767599921326367,1.6339379518597266,1,16
block_1,centers_24_standard,bimodal_equal_sep2_k6,6.0,-0.06602342510298899,0.7084631443011356,0.22524180729291374,0.7434069535494201,0.30782425007918307,17.637030361316786,1,17.637030361316786,-0.3163614162759581,0.08113579481538097,0.32660000445262344,2.8905381142172053,165.61563446634977,1,165.61563446634977,0.9768518518518517,0.02314814814814815,0.3921804653396331,nats,0,0,0,0.009623342636042323,-0.06944444444444443,-0.07483162816384074,-0.06944444444444445,-0.10441118648164849,3.056297939942748,1,4
block_1,centers_24_standard,antipodal_equal_k6,6.0,0.15775033938570776,0.0590479139584415,-0.034783235037206775,0.0685312307090503,nan,nan,0,-30.500976523800393,0.0432140185776028,-0.017917928274931202,0.04678144456182364,nan,nan,0,-22.520475741482347,0.337962962962963,0.6620370370370371,0.5100242401149585,nats,0,0,0,0.004959897861845003,0.16203703703703706,0.1596341206620359,0.16203703703703703,0.17304512323546972,3.076480744209764,1,14
block_1,centers_24_standard,asymmetric_w075_sep2_k6,6.0,-0.3347070015150964,0.5990553580711151,-0.3893933654665135,0.7144889887906248,-0.5763838841182557,-33.02436393933357,1,-33.02436393933357,-0.11583387708875621,-0.10245192825205657,0.1546411480944759,-2.4174225769251754,-138.50811095745215,1,-138.50811095745215,0.9791666666666666,0.020833333333333332,0.38980278322413175,nats,0,0,0,0.014728130337860412,-0.3263888888888889,-0.3369942873619004,-0.3263888888888889,0.35371124833166395,0.8283302831736523,1,10
block_1,centers_24_standard,sparse_N8_unimodal_k6,6.0,0.002078927093409292,-0.6398768496782506,0.20959718056782006,0.6733300534330411,2.8250483097201458,161.86334506753138,1,161.86334506753138,0.09860986852074347,-0.1680605954704102,0.19485448396058833,-1.0401750558109153,-59.5976406527503,1,-59.5976406527503,0.9120370370370371,0.08796296296296297,0.38528726575196826,nats,0,0,0,0.01567439606875025,0.004629629629629635,0.012214486554852591,0.004629629629629641,1.246578545106172,1.9749126893640352,1,9
block_1,centers_24_standard,sparse_N16_antipodal_k6,6.0,-0.14417682745532803,0.008278286118210978,0.06512436927512842,0.06564840816454162,nan,nan,0,82.75569695671064,0.14507462183928468,0.12929062605776778,0.19432630261552603,0.727932367395714,41.707452422740865,1,41.707452422740865,0.5694444444444444,0.4305555555555556,0.5927203006346322,nats,0,0,0,0.019910091280913145,-0.14351851851851852,-0.14910090981730428,-0.14351851851851852,1.715319471898668,1.3932418875127595,0,19
block_2,intervals_24_decimal6,unimodal_k9,9.0,0.18846629237653517,-0.06564792872369866,0.009147344024956029,0.06628215784374192,nan,nan,0,172.06751409085737,0.3728045124488525,0.17865562212636388,0.4134017849738735,0.446886373643577,25.60470313168331,1,25.60470313168331,0.9699074074074073,0.03009259259259259,0.5451172200198762,nats,0,0,0,0.013085278876941164,0.18287037037037035,0.18075683804446713,0.18287037037037038,1.1304515674377218,3.9624510517885705,1,11
block_2,intervals_24_decimal6,bimodal_equal_sep2_k6,6.0,-0.09778701477561742,0.20576012420761222,-0.18365243337138878,0.2757996464775914,-0.7286871384333506,-41.750697617696154,1,-41.750697617696154,-0.2982880697380903,0.10592242488433164,0.31653646336789176,2.8003806626034526,160.44999299722681,1,160.44999299722681,0.9861111111111113,0.013888888888888888,0.5054418143997785,nats,0,0,0,0.009489788383574435,-0.10648148148148145,-0.09357231632321525,-0.10648148148148148,-1.0869894246811602,4.0856675842120485,1,12
