run_id,n_agents,coupling,seed_index,t,r1,r2,r3,activity,tau_social
N17_K-0.15_s0,17,-0.15,0,0,0.23360715099178386,0.14523109459377478,0.19616710629682488,1.0,0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,1,0.19715660046814923,0.039115269708696845,0.3327328404910629,1.0,-0.17647058823529413
N17_K-0.15_s0,17,-0.15,0,2,0.16846847267888843,0.011847679545962109,0.21408835532070575,0.8823529411764706,0.17647058823529413
N17_K-0.15_s0,17,-0.15,0,3,0.12614018781726619,0.08935108074162466,0.17886654099715238,0.8823529411764706,0.29411764705882354
N17_K-0.15_s0,17,-0.15,0,4,0.13183800469888993,0.055574376453839426,0.14425361254507046,0.8823529411764706,-0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,5,0.07116546159434733,0.1268869414984562,0.06262352926963835,0.8823529411764706,0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,6,0.09071851958010116,0.0777077807944201,0.17358441594838273,0.8823529411764706,-0.17647058823529413
N17_K-0.15_s0,17,-0.15,0,7,0.022341414183723513,0.15564571083615303,0.1220391369528822,0.7647058823529411,0.6470588235294118
N17_K-0.15_s0,17,-0.15,0,8,0.040821169645816786,0.15185089937776514,0.056089518921689466,0.7058823529411765,-0.11764705882352941
N17_K-0.15_s0,17,-0.15,0,9,0.04473367697748925,0.14472556651336338,0.15473240300500674,1.0,-0.29411764705882354
N17_K-0.15_s0,17,-0.15,0,10,0.05902694191118224,0.15511336618000765,0.20288565431043565,0.9411764705882353,0.35294117647058826
N17_K-0.15_s0,17,-0.15,0,11,0.04338542903932982,0.1670770325110764,0.2736000913233229,0.9411764705882353,-0.23529411764705882
N17_K-0.15_s0,17,-0.15,0,12,0.02317036088104734,0.1924889988831905,0.28089782848873174,0.9411764705882353,-0.35294117647058826
N17_K-0.15_s0,17,-0.15,0,13,0.01808657304900595,0.14067371797529887,0.24537622972647846,0.9411764705882353,0.0
N17_K-0.15_s0,17,-0.15,0,14,0.0739210044019426,0.12851590553103784,0.38147749218193405,1.0,-0.29411764705882354
N17_K-0.15_s0,17,-0.15,0,15,0.09767216693142226,0.10614606363783763,0.49404643582842256,0.8235294117647058,-0.7058823529411765
N17_K-0.15_s0,17,-0.15,0,16,0.07448879886797294,0.11102377725212854,0.4836007244426681,1.0,-0.17647058823529413
N17_K-0.15_s0,17,-0.15,0,17,0.04277680315203747,0.01906403973114173,0.44453205351940983,0.8823529411764706,0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,18,0.049091185122729995,0.05670248025787122,0.3503298542920905,0.8823529411764706,-0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,19,0.0038493899998989283,0.04454096172513838,0.22638218208381147,0.8823529411764706,0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,20,0.0032920070363990244,0.11721613987435658,0.37567562477545635,1.0,0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,21,0.05473075236686041,0.1416623300889552,0.19421984945543302,0.8235294117647058,0.23529411764705882
N17_K-0.15_s0,17,-0.15,0,22,0.0430220565657,0.23265389688625127,0.2789712294661614,0.8823529411764706,-0.17647058823529413
N17_K-0.15_s0,17,-0.15,0,23,0.019862450721522238,0.1811096511043255,0.2470974537434532,0.8235294117647058,-0.11764705882352941
N17_K-0.15_s0,17,-0.15,0,24,0.01743273031194718,0.22520869154202408,0.23452203436257044,0.8235294117647058,-0.47058823529411764
N17_K-0.15_s0,17,-0.15,0,25,0.02636566098199949,0.16260331640626371,0.1733775436328785,1.0,-0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,26,0.048579389020334984,0.1554968314401757,0.24091365882889307,0.8823529411764706,0.17647058823529413
N17_K-0.15_s0,17,-0.15,0,27,0.08484613642815557,0.1078236653601659,0.1872475622094843,1.0,0.17647058823529413
N17_K-0.15_s0,17,-0.15,0,28,0.0690330341281745,0.04193437012870535,0.2031288574640288,0.8235294117647058,0.11764705882352941
N17_K-0.15_s0,17,-0.15,0,29,0.09266281294479022,0.07528258094517033,0.21394543933525703,0.9411764705882353,0.11764705882352941
N17_K-0.15_s0,17,-0.15,0,30,0.036600992729462684,0.0840067876636867,0.09790874993274337,0.8235294117647058,-0.11764705882352941
N17_K-0.15_s0,17,-0.15,0,31,0.04442297947056096,0.14279415139628812,0.03558135639292415,0.7647058823529411,-0.17647058823529413
N17_K-0.15_s0,17,-0.15,0,32,0.07200390669772809,0.09434141233750847,0.1312575002988918,0.7647058823529411,-0.29411764705882354
N17_K-0.15_s0,17,-0.15,0,33,0.0567063313138834,0.1714733434482967,0.14443456059292642,0.7647058823529411,0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,34,0.022939644968810093,0.08264491664551839,0.252981061983282,0.7647058823529411,-0.17647058823529413
N17_K-0.15_s0,17,-0.15,0,35,0.029656323881661575,0.1369191234847342,0.2306570701805011,0.9411764705882353,-0.23529411764705882
N17_K-0.15_s0,17,-0.15,0,36,0.03455663320817889,0.07535351000963426,0.19818442919783635,0.6470588235294118,0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,37,0.03676922514688317,0.09080041227659795,0.262103192457655,0.7647058823529411,-0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,38,0.05942411282615097,0.13037601837325194,0.18123586366441877,0.8235294117647058,-0.23529411764705882
