run_id,n_agents,coupling,seed_index,init_seed,final_r1,final_r2,final_r3,mean_r1,mean_r2,mean_r3,t_r1_gt_0.5,t_r1_gt_0.9,early_growth_r1,mean_activity,mean_p_stay_emp,mean_tau_social,omega_coll,mean_omega,omega_coll_predicted,engine_residual
N9_K-0.15_s0,9,-0.15,0,2026081567,0.08220369251499533,0.1483923700922269,0.45717597690685563,0.06421819327338812,0.23146084302271125,0.2885102107105795,nan,nan,-0.2043232694356723,0.9972222222222222,0.002777777777777778,-0.3472222222222222,0.05208333333333332,1.5419764230904951e-18,0.05208333333333333,-6.938893903907228e-18
N9_K-0.15_s1,9,-0.15,1,2026081577,0.04860850748507522,0.18438329527907335,0.3894044040695961,0.0416481975494081,0.14592998823897632,0.2314523614604794,nan,nan,-0.07721063103002337,1.0,0.0,-0.42777777777777776,0.06416666666666669,1.5419764230904951e-18,0.06416666666666666,2.7755575615628914e-17
N9_K+0_s0,9,0.0,0,2026081417,0.3466140920134394,0.12816032194560478,0.40580406129824914,0.35915076792229417,0.2278161311628332,0.43759049932393046,nan,nan,0.0006568812022172315,0.9972222222222222,0.002777777777777778,0.09722222222222222,1.3106799596269209e-17,1.5419764230904951e-18,1.5419764230904951e-18,1.1564823173178713e-17
N9_K+0_s1,9,0.0,1,2026081427,0.10326093669981419,0.13795889920675833,0.15929853876655214,0.09154723500831204,0.27433946258052294,0.18885546287821928,nan,nan,-0.019973617026628872,0.9861111111111112,0.013888888888888888,-0.08611111111111111,-2.929755203871941e-17,1.5419764230904951e-18,1.5419764230904951e-18,-3.0839528461809905e-17
N9_K+0.15_s0,9,0.15,0,2026081567,0.99280077472967,0.9713489346975525,0.9360786262485876,0.9504910509453902,0.8913951333359321,0.8666299315238986,2.0,7.0,0.08792216055408933,0.9388888888888889,0.06111111111111111,-0.08333333333333333,-0.012500000000000027,1.5419764230904951e-18,-0.012499999999999997,-2.949029909160572e-17
N9_K+0.15_s1,9,0.15,1,2026081577,0.9935885704238789,0.9744822457755438,0.9430621135399686,0.7969708207743674,0.7808773647065443,0.7250917643685988,7.0,21.0,0.16289775923688027,0.9694444444444444,0.030555555555555555,-0.11944444444444445,-0.01791666666666665,1.5419764230904951e-18,-0.017916666666666668,1.734723475976807e-17
N17_K-0.15_s0,17,-0.15,0,2026089567,0.01137228137143183,0.26754119931321835,0.1605426338336319,0.04540359950474002,0.2505931565889881,0.1724871117055729,nan,nan,0.0007456804977375852,0.9941176470588236,0.0058823529411764705,-0.20588235294117646,0.030882352941176444,8.163404592832033e-19,0.03088235294117647,-2.42861286636753e-17
N17_K-0.15_s1,17,-0.15,1,2026089577,0.030497546512859533,0.14662759931539265,0.41060498737484735,0.03210316030474685,0.089648073936403,0.1886281265581728,nan,nan,-0.06598088127935171,0.9970588235294118,0.0029411764705882353,-0.3911764705882353,0.05867647058823529,8.163404592832033e-19,0.05867647058823529,0.0
N17_K+0_s0,17,0.0,0,2026089417,0.27829020961992146,0.1336860133673902,0.1616564752310924,0.23644734486834765,0.14663062168680002,0.1329044546144405,nan,nan,0.057811205991908816,1.0,0.0,0.09411764705882353,1.9184000793155278e-17,8.163404592832033e-19,8.163404592832033e-19,1.8367660333872075e-17
N17_K+0_s1,17,0.0,1,2026089427,0.022070357598556533,0.27021002382698023,0.34748735826337496,0.08008349145433145,0.22931848551994247,0.1658048501056724,nan,nan,-0.014224364222772009,0.9838235294117647,0.016176470588235296,-0.13970588235294118,-2.5306554237779303e-17,8.163404592832033e-19,8.163404592832033e-19,-2.6122894697062506e-17
N17_K+0.15_s0,17,0.15,0,2026089567,0.9961807381863604,0.9847823027993655,0.9659819846658753,0.8933639912306728,0.7977040481896519,0.7704870714549114,3.0,11.0,0.1270320003741413,0.9823529411764705,0.01764705882352941,0.08529411764705883,0.012794117647058819,8.163404592832033e-19,0.012794117647058824,-5.204170427930421e-18
N17_K+0.15_s1,17,0.15,1,2026089577,0.9969523020680375,0.9878515536805721,0.9728241488630538,0.8120219856355849,0.788042019516816,0.719245021241427,6.0,19.0,0.14531268228386782,0.9808823529411764,0.01911764705882353,-0.09852941176470588,-0.014779411764705874,8.163404592832033e-19,-0.014779411764705881,6.938893903907228e-18
