run_id,n_agents,coupling,seed_index,t,r1,r2,r3,activity,tau_social
N9_K-0.15_s0,9,-0.15,0,0,0.37093988759548524,0.47438666106062166,0.3079557734612553,1.0,-0.1111111111111111
N9_K-0.15_s0,9,-0.15,0,1,0.27324313030485087,0.5613577906173528,0.3544990952168586,1.0,-0.3333333333333333
N9_K-0.15_s0,9,-0.15,0,2,0.19658884311050698,0.6744135308739323,0.300190563956566,1.0,-0.1111111111111111
N9_K-0.15_s0,9,-0.15,0,3,0.13800856190507915,0.7082976708575636,0.28299535586967967,1.0,-0.3333333333333333
N9_K-0.15_s0,9,-0.15,0,4,0.1340929963200724,0.5567011363161168,0.19525663064873441,1.0,-0.3333333333333333
N9_K-0.15_s0,9,-0.15,0,5,0.1334133734304772,0.5859549997920183,0.11797246844569596,1.0,-0.1111111111111111
N9_K-0.15_s0,9,-0.15,0,6,0.07859004072112849,0.5561337112755952,0.14415264965786298,1.0,-0.5555555555555556
N9_K-0.15_s0,9,-0.15,0,7,0.09780543936835408,0.512336518417145,0.09261916531978749,1.0,-0.3333333333333333
N9_K-0.15_s0,9,-0.15,0,8,0.12077077177675749,0.43989221254837535,0.15244354939023508,1.0,-0.3333333333333333
N9_K-0.15_s0,9,-0.15,0,9,0.05587756180485999,0.48171535432773144,0.09251279484784188,1.0,-0.1111111111111111
N9_K-0.15_s0,9,-0.15,0,10,0.025219345657840418,0.4321701805828729,0.16619050818107398,1.0,-0.5555555555555556
N9_K-0.15_s0,9,-0.15,0,11,0.0005486659358102502,0.3800329301045601,0.2284801939182964,1.0,-0.3333333333333333
N9_K-0.15_s0,9,-0.15,0,12,0.045365773624207247,0.3410359997481419,0.22929869693751034,1.0,-0.7777777777777778
N9_K-0.15_s0,9,-0.15,0,13,0.02714498850192975,0.26609526584251736,0.09342742880287919,1.0,-0.5555555555555556
N9_K-0.15_s0,9,-0.15,0,14,0.02667175516908728,0.16494626541479243,0.08297964797977457,1.0,-0.3333333333333333
N9_K-0.15_s0,9,-0.15,0,15,0.08177944207719294,0.067301140057328,0.07857790332020463,0.8888888888888888,-0.2222222222222222
N9_K-0.15_s0,9,-0.15,0,16,0.0362588002978233,0.12012538726419623,0.054590441672102454,1.0,-0.1111111111111111
N9_K-0.15_s0,9,-0.15,0,17,0.048762025839408,0.1171584363952497,0.10962533701165231,1.0,-0.5555555555555556
N9_K-0.15_s0,9,-0.15,0,18,0.04469073312785512,0.01952966288130339,0.2203896825221729,1.0,-0.7777777777777778
N9_K-0.15_s0,9,-0.15,0,19,0.07425306405825702,0.045314012792617896,0.21401050632315058,1.0,-0.1111111111111111
N9_K-0.15_s0,9,-0.15,0,20,0.03224055779641137,0.05574392866862998,0.22383432538501744,1.0,-0.3333333333333333
N9_K-0.15_s0,9,-0.15,0,21,0.05040322888434731,0.04374328960546616,0.28131781862904454,1.0,-0.5555555555555556
N9_K-0.15_s0,9,-0.15,0,22,0.04934821847799033,0.09420532727840555,0.18946546546541246,1.0,-0.5555555555555556
N9_K-0.15_s0,9,-0.15,0,23,0.011026702190850888,0.0803515936065733,0.16881729951028046,1.0,-0.7777777777777778
N9_K-0.15_s0,9,-0.15,0,24,0.04482911213647033,0.13665538562957646,0.18280283423418686,1.0,-0.3333333333333333
N9_K-0.15_s0,9,-0.15,0,25,0.013540819354723455,0.1346577017047122,0.12484004567537796,1.0,-0.5555555555555556
N9_K-0.15_s0,9,-0.15,0,26,0.0358405532268356,0.14964782109052913,0.32317783193816363,1.0,0.1111111111111111
N9_K-0.15_s0,9,-0.15,0,27,0.06047261191217901,0.20035391420740525,0.3323585523482821,1.0,-0.1111111111111111
N9_K-0.15_s0,9,-0.15,0,28,0.03483672539563421,0.02050246418820076,0.4901743522619437,1.0,-0.3333333333333333
N9_K-0.15_s0,9,-0.15,0,29,0.0627877318431158,0.07963376801214062,0.4225130939001237,1.0,-0.1111111111111111
N9_K-0.15_s0,9,-0.15,0,30,0.03780297374584762,0.04595289032086482,0.3755326784669113,1.0,-0.5555555555555556
