run_id,n_agents,coupling,seed_index,t,r1,r2,r3,activity,tau_social
N17_K-0.15_s0,17,-0.15,0,0,0.23360715099178386,0.14523109459377478,0.19616710629682488,0.8235294117647058,0.47058823529411764
N17_K-0.15_s0,17,-0.15,0,1,0.18090920509162037,0.11719762789580425,0.23452257090528222,1.0,-0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,2,0.20084969868890432,0.10123740729745426,0.2040448805075892,0.8823529411764706,0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,3,0.20429690791207591,0.06365628347446455,0.06863189014475787,0.8235294117647058,0.0
N17_K-0.15_s0,17,-0.15,0,4,0.19771786724711551,0.1668522884009338,0.06611758591845529,0.9411764705882353,0.23529411764705882
N17_K-0.15_s0,17,-0.15,0,5,0.18796613522349667,0.06370906760977313,0.11832411236653115,0.9411764705882353,-0.11764705882352941
N17_K-0.15_s0,17,-0.15,0,6,0.1917833102611703,0.09145222133089126,0.11091642452064494,0.8235294117647058,0.0
N17_K-0.15_s0,17,-0.15,0,7,0.1768350463319304,0.0807191140922806,0.12209014338195712,0.8235294117647058,-0.11764705882352941
N17_K-0.15_s0,17,-0.15,0,8,0.22697890836221163,0.0628528492961736,0.07811466236536391,0.9411764705882353,0.47058823529411764
N17_K-0.15_s0,17,-0.15,0,9,0.20325917651282305,0.06807858355723043,0.11840472547745312,0.8235294117647058,0.23529411764705882
N17_K-0.15_s0,17,-0.15,0,10,0.19022027045628742,0.11360505135823201,0.14363399555273038,0.7058823529411765,-0.11764705882352941
N17_K-0.15_s0,17,-0.15,0,11,0.14328197425380276,0.1597921928333068,0.12678897369468947,0.7058823529411765,0.0
N17_K-0.15_s0,17,-0.15,0,12,0.17591204784365558,0.07133621836761934,0.07296823402349122,0.8235294117647058,0.23529411764705882
N17_K-0.15_s0,17,-0.15,0,13,0.23408642366263685,0.07744916202411353,0.11856109347535115,0.8235294117647058,-0.23529411764705882
N17_K-0.15_s0,17,-0.15,0,14,0.20335814968869448,0.12804317750038205,0.12152855213968652,0.9411764705882353,0.11764705882352941
N17_K-0.15_s0,17,-0.15,0,15,0.18788938980729994,0.17826130615100794,0.114945333160916,0.8823529411764706,0.29411764705882354
N17_K-0.15_s0,17,-0.15,0,16,0.20619239403845274,0.20386204140737643,0.13810419580000458,0.7647058823529411,-0.058823529411764705
N17_K-0.15_s0,17,-0.15,0,17,0.1741698427353852,0.20244748723255457,0.15390123619460072,0.7647058823529411,-0.17647058823529413
