run_id,n_agents,coupling,seed_index,init_seed,final_r1,final_r2,final_r3,mean_r1,mean_r2,mean_r3,t_r1_gt_0.5,t_r1_gt_0.9,early_growth_r1,mean_activity,mean_p_stay_emp,mean_tau_social,omega_coll,mean_omega,omega_coll_predicted,engine_residual
N17_K-0.15_s0,17,-0.15,0,2026089570,0.21319286059835188,0.12339276615010973,0.1781803200041053,0.10126163657865905,0.09365479502527302,0.17152415368652732,nan,nan,-0.004669386401711261,0.8211764705882353,0.17882352941176471,0.08470588235294117,-0.012705882352941207,8.163404592832033e-19,-0.012705882352941176,-3.122502256758253e-17
N17_K-0.15_s1,17,-0.15,1,2026089580,0.13312434528117592,0.029656993224305244,0.15238121236449534,0.13486821803590915,0.16068687805291193,0.23406939169873592,nan,nan,-0.06474224874138884,0.8623529411764705,0.1376470588235294,0.029411764705882353,-0.004411764705882372,8.163404592832033e-19,-0.004411764705882352,-1.9949319973733282e-17
N17_K-0.15_s2,17,-0.15,2,2026089590,0.019965930971857587,0.09974921369981189,0.16577605533630083,0.17552198742616137,0.12552741074694412,0.18938992360619128,nan,nan,0.003988938152471454,0.8658823529411764,0.13411764705882354,0.06941176470588235,-0.010411764705882363,8.163404592832033e-19,-0.010411764705882353,-1.0408340855860843e-17
N17_K-0.15_s3,17,-0.15,3,2026089600,0.13250382348964163,0.15301466595066818,0.22005029686806196,0.1679243349105914,0.1019671767478036,0.20444784286131373,nan,nan,-0.011430153061380083,0.88,0.12,0.05764705882352941,-0.008647058823529381,8.163404592832033e-19,-0.008647058823529412,3.122502256758253e-17
N17_K-0.15_s4,17,-0.15,4,2026089610,0.09324259497736138,0.2110352951330585,0.3787258813091717,0.1687274477785609,0.1158670840641228,0.19943113516650832,nan,nan,-0.07893277615840646,0.88,0.12,0.09294117647058824,-0.013941176470588255,8.163404592832033e-19,-0.013941176470588235,-2.0816681711721685e-17
N17_K-0.15_s5,17,-0.15,5,2026089620,0.13209357908359387,0.08837201739537248,0.29149502395534727,0.13100185577586995,0.11635920960676545,0.2455681568110177,nan,nan,-0.020103030666003906,0.8611764705882353,0.1388235294117647,0.036470588235294116,-0.005470588235294106,8.163404592832033e-19,-0.005470588235294116,1.0408340855860843e-17
N17_K+0_s0,17,0.0,0,2026089420,0.34045710390617334,0.3051331451711161,0.27091310513713956,0.3104252282696228,0.21755246038062664,0.19623976748937125,nan,nan,0.02487552844278232,0.9294117647058824,0.07058823529411765,0.10941176470588235,7.34706413354883e-18,8.163404592832033e-19,8.163404592832033e-19,6.530723674265627e-18
N17_K+0_s1,17,0.0,1,2026089430,0.276576368782621,0.40753604980876523,0.31563055230295,0.12172592537628434,0.20793069622034768,0.24053975364952962,nan,nan,0.02066800098759493,0.8858823529411765,0.11411764705882353,0.015294117647058824,6.530723674265627e-18,8.163404592832033e-19,8.163404592832033e-19,5.714383214982423e-18
N17_K+0_s2,17,0.0,2,2026089440,0.20216605824044534,0.13365084096565613,0.27926292378058604,0.2706309941090106,0.19411747046939998,0.21739605776608797,nan,nan,0.008151929307576938,0.9329411764705883,0.06705882352941177,0.06705882352941177,-2.693923515634571e-17,8.163404592832033e-19,8.163404592832033e-19,-2.7755575615628914e-17
N17_K+0_s3,17,0.0,3,2026089450,0.13520809885800777,0.2644237744919401,0.13576354442974456,0.3385709747670902,0.20640588154466655,0.16756706413084174,18.0,nan,0.017194582612444647,0.9317647058823529,0.06823529411764706,0.19058823529411764,1.9184000793155278e-17,8.163404592832033e-19,8.163404592832033e-19,1.8367660333872075e-17
N17_K+0_s4,17,0.0,4,2026089460,0.2998834987309756,0.06560210525579906,0.3230477536380711,0.18670453203525036,0.17716050052560056,0.17409096293395568,nan,nan,0.1453990079403768,0.8970588235294118,0.10294117647058823,0.08294117647058824,-5.714383214982423e-18,8.163404592832033e-19,8.163404592832033e-19,-6.530723674265627e-18
N17_K+0_s5,17,0.0,5,2026089470,0.09536776832902186,0.19522466334863048,0.06572645328903085,0.1629596864718964,0.29955265460809943,0.22929472278361374,nan,nan,-0.0059431576583150215,0.908235294117647,0.09176470588235294,0.02823529411764706,-2.44902137784961e-18,8.163404592832033e-19,8.163404592832033e-19,-3.2653618371328133e-18
N17_K+0.08_s0,17,0.08,0,2026089500,0.5784362175379136,0.3900562748846009,0.36100990965346524,0.4695776357030286,0.47483061332996246,0.40174330649570095,56.0,nan,0.02011897670183743,0.9605882352941176,0.039411764705882354,0.2676470588235294,0.02141176470588234,8.163404592832033e-19,0.021411764705882352,-1.3877787807814457e-17
N17_K+0.08_s1,17,0.08,1,2026089510,0.49867718622825935,0.23878109197436734,0.21032288215303394,0.41110154764410534,0.27033927573897215,0.26645538028945187,41.0,nan,0.0002872999374147884,0.9482352941176471,0.05176470588235294,0.16588235294117648,0.013270588235294093,8.163404592832033e-19,0.013270588235294119,-2.6020852139652106e-17
N17_K+0.08_s2,17,0.08,2,2026089520,0.10273030968166154,0.7850208406773309,0.24646342256188458,0.23448463992864368,0.6337916735875845,0.22557454678262928,nan,nan,0.016280982405460394,0.9223529411764706,0.07764705882352942,0.03294117647058824,0.0026352941176470903,8.163404592832033e-19,0.00263529411764706,3.0357660829594124e-17
N17_K+0.08_s3,17,0.08,3,2026089530,0.3984495511321165,0.317203216172406,0.20922156752655702,0.3052342953826182,0.4265528520394926,0.31411869440779,nan,nan,0.0021214461837860865,0.9576470588235294,0.042352941176470586,0.06705882352941177,0.005364705882352981,8.163404592832033e-19,0.0053647058823529424,3.8163916471489756e-17
N17_K+0.08_s4,17,0.08,4,2026089540,0.14608733281154818,0.5933683341758169,0.2675098158492428,0.17710419662266566,0.43288574072322694,0.19538282309513755,nan,nan,-0.1611315351634882,0.9152941176470588,0.08470588235294117,-0.058823529411764705,-0.004705882352941191,8.163404592832033e-19,-0.004705882352941176,-1.474514954580286e-17
N17_K+0.08_s5,17,0.08,5,2026089550,0.5682254855846959,0.7378185678048154,0.38611808077932036,0.4452309900074263,0.5504632045386206,0.38190602084244396,56.0,nan,0.02452936781068697,0.9447058823529412,0.05529411764705883,0.2529411764705882,0.020235294117647105,8.163404592832033e-19,0.02023529411764706,4.5102810375396984e-17
N17_K+0.15_s0,17,0.15,0,2026089570,0.7162853530994314,0.8167913138024209,0.4502934943556033,0.7632283464421091,0.6513476541053533,0.5479832072968933,12.0,32.0,0.06795349150431097,0.9594117647058824,0.04058823529411765,0.3558823529411765,0.053382352941176485,8.163404592832033e-19,0.05338235294117647,1.3877787807814457e-17
N17_K+0.15_s1,17,0.15,1,2026089580,0.10217850665246943,0.7777866456412221,0.08844676069974562,0.07385663204606764,0.7221226098421295,0.16234704614148984,nan,nan,-0.0801322941167209,0.8682352941176471,0.13176470588235295,-0.08705882352941176,-0.013058823529411786,8.163404592832033e-19,-0.013058823529411763,-2.2551405187698492e-17
