block,representation,profile,concentration,harmonic,center_a,center_b,cov_aa,cov_ab,cov_bb,axis_major,axis_minor,angle_radians,angle_degrees,contains_origin,note,feature_axis,feature_value
feature_block_1,intervals_n18_d6_o0,kappa_6,6.0,2,-0.02336650476035963,-0.1535321640030172,0.006734832273375826,-0.0001598561071568889,0.005196613529248352,0.20112183092632677,0.1761727664737235,3.0391286367412844,174.1292442826231,1,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,18.0
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,1,-0.10566059846831481,-0.17755332916810815,0.005232014294226088,-3.1782908494465985e-05,0.005939637736127565,0.18866813383645573,0.1770279422779354,1.6155910978239645,92.56655132422048,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,18.0
feature_block_1,intervals_n18_d6_o0,kappa_9,9.0,2,0.1899789018972972,-0.27582227840764845,0.00584884239947487,4.868863884851488e-05,0.005037626061863342,0.18724470049372002,0.1736816396926691,-3.08185916207028,-176.5775230403514,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,18.0
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,1,-0.09639985446106958,-0.05336822814379471,0.005213422266891539,0.0001528649003237401,0.0056522751401007435,0.1848052550501888,0.175921739701016,1.2665570156308914,72.56837150833512,1,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,18.0
feature_block_1,intervals_n18_d6_o0,kappa_12,12.0,2,-0.06507962424473784,-0.13583240841194663,0.006239277967289129,0.00019181383716846927,0.00540664826988033,0.19399596386522192,0.17928112051255976,-2.9257170626305498,-167.63123973814285,1,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,18.0
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,1,0.4623995244663013,0.2943175727031281,0.005531034171450689,-0.0009352523329308439,0.006036970279970191,0.2011455562821197,0.1698521525899278,2.2241144074108883,127.432368698884,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,30.0
feature_block_1,intervals_n30_d6_o0,kappa_2,2.0,2,0.1119089985867719,0.11928952739616629,0.006487721274975809,-0.0006773454708016098,0.005113372575475441,0.20133269235275875,0.1702136583903902,2.7524950985280743,157.70635227610435,1,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,30.0
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,1,0.32344009082174946,0.08053133869025783,0.005501045844414754,-0.0007023391668985339,0.006127425581575038,0.19860325129438558,0.17386294274852,2.146464925280896,122.98338109145892,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,30.0
feature_block_1,intervals_n30_d6_o0,kappa_6,6.0,2,0.1908302229833023,0.04994067527461114,0.005764403447831057,0.000714616000452379,0.0054871905184771235,0.1951106183676918,0.17130491221143207,-2.4519847732177857,-140.4883789357214,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,30.0
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,1,0.25675826480141944,0.0275947141947512,0.0059275698586657155,-8.383470711844177e-05,0.00558633978578473,0.18876324856954152,0.18262972765353117,2.913233703379393,166.91599593890598,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,30.0
feature_block_1,intervals_n30_d6_o0,kappa_9,9.0,2,0.3736412571822413,0.20786332023633297,0.006622372780429781,-8.368242562999008e-05,0.005546157978032586,0.1992899001010501,0.182183578698613,3.0644542863806308,175.58029712038464,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,30.0
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,1,0.5717547731608724,0.20874258323375244,0.004493300071672458,-0.000686429093916277,0.004706918711041383,0.1781111963002799,0.15296792609808785,2.2790127276436953,130.5778107505815,0,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,30.0
feature_block_1,intervals_n30_d6_o0,kappa_12,12.0,2,0.16325524555967996,0.036786609116589875,0.004867967533514944,0.00032045245271303567,0.004351897444511152,0.17345113157173578,0.15860390632468752,-2.695152680668485,-154.42087374567427,1,conditional_on_block_multinomial_bootstrap_not_formal_pairwise_test,bin_count,30.0
