representation,scheme,fold,row_index,e_tv,e_nll,d_shape,d_native,d_orientation,local_density,u_ensemble,g_peer,policy_a,peer_count
moments_m1_m3,leave_one_profile_out,kappa_2,0,0.3670304505939058,1.0082688649549605,6.186406841460985,2.9730285595489194,2.9730285595489097,0.1616447197261665,0.20140465314158562,0,0.0,240.0
moments_m1_m3,leave_one_profile_out,kappa_2,1,0.5654997537068891,1.2371928107337542,6.152775288129472,3.0717893952114,3.0717893952114217,0.16252828246942425,0.216210454010176,0,0.0,240.0
moments_m1_m3,leave_one_profile_out,kappa_2,2,0.42479320362666906,1.0010035842349578,6.06644903906745,3.156525066732458,3.1565250667324296,0.16484107812660742,0.2071772604279317,0,0.0,240.0
moments_m1_m3,leave_one_profile_out,kappa_2,3,0.2737483556903989,0.731148528808805,5.935496063355868,3.056236820363388,3.0562368203633823,0.16847791479026109,0.10264021935602252,0,0.0,240.0
moments_m1_m3,leave_one_profile_out,kappa_2,4,0.3602688386208191,0.9240744254448642,6.055487384962781,3.0800333006584917,3.0800333006584877,0.16513947374132731,0.04497088491779485,0,0.0,240.0
moments_m1_m3,leave_one_profile_out,kappa_2,5,0.09721335635841212,0.2349588522926337,6.2181067764883355,3.0605843656341287,3.0605843656341225,0.16082065425141318,0.13195696106175872,0,0.0,240.0
moments_m1_m3,leave_one_profile_out,kappa_2,6,0.28042667219836503,1.0350151511078158,6.296975808338745,2.943475501699295,2.9434755016993126,0.15880639062893556,0.1537722900589378,0,0.0,240.0
moments_m1_m3,leave_one_profile_out,kappa_2,7,0.07258183343966632,0.07535071851668258,6.110611421821863,2.9479155568954543,2.9479155568954494,0.16364974484040298,0.1472085279502545,0,0.0,240.0
moments_m1_m3,leave_one_profile_out,kappa_2,8,0.06955150592543267,0.07208855738772833,5.959318329387651,3.1817887468349704,3.1817887468349895,0.16780442740717877,0.14352199075596253,0,0.0,240.0
moments_m1_m3,leave_one_profile_out,kappa_2,9,0.07724011021569022,0.08038621940059885,5.925654174178528,3.243145797040268,3.243145797040251,0.16875773891051105,0.12996313024964187,0,0.0,240.0
moments_m1_m3,leave_one_profile_out,kappa_2,10,0.06855705303229623,0.07102033937482095,6.120560547741608,2.99057215935753,2.990572159357525,0.1633837280425213,0.13400027619516366,0,0.0,240.0
moments_m1_m3,leave_one_profile_out,kappa_2,11,0.06872925195901544,0.07120522976100456,6.274365845002715,2.989970881961118,2.9899708819611126,0.15937865669667006,0.13539994749860113,0,0.0,240.0
