run_id,n_agents,coupling,seed_index,n_agent_steps,mean_R,R_p50,R_p90,R_p99,Q_risk,q_peer_reject,teacher_log_loss,teacher_brier,pred_stay_frac,obs_stay_frac,pred_mean_action,obs_mean_action,mean_r1_run
N9_K-0.15_s0,9,-0.15,0,900,0.2531605978994226,0.2505259726138717,0.2848744851865157,0.3081799392510486,0.0,0.0,0.635662456280732,0.4153782920592762,0.03800684853141774,0.0,-0.36080682783891255,-0.4777777777777778,0.045355170185673074
N9_K-0.15_s1,9,-0.15,1,900,0.25549298233401624,0.25359178734648424,0.28867466536915565,0.3068712462491162,0.0,0.0,0.6595222406711309,0.4306886690998356,0.040059046960795416,0.0022222222222222222,-0.35810498031470567,-0.4222222222222222,0.03723346554743894
N9_K-0.15_s2,9,-0.15,2,900,0.25407153530825755,0.25059093197098187,0.2892149079128821,0.3103084418192191,0.0,0.0,0.6437333092284968,0.42128088630978705,0.04238040854323457,0.0,-0.35896132487694415,-0.42,0.027202036827738765
N9_K-0.15_s3,9,-0.15,3,900,0.2499513471219954,0.24622883686439878,0.2827232740384343,0.30789725908869836,0.0,0.0,0.6470954747925646,0.42233013659996144,0.044437791284054146,0.0011111111111111111,-0.37636945476825234,-0.46111111111111114,0.03554848749895111
N9_K+0_s0,9,0.0,0,900,0.2470976114907188,0.2451729275473104,0.2698536216463583,0.2918713457374059,0.0,0.0,0.6424295169140221,0.4491567232749235,0.010271517414525146,0.0,-0.32346568385468255,0.1,0.1620334474965275
N9_K+0_s1,9,0.0,1,900,0.2586063410811067,0.25723825257565236,0.28991459126334423,0.31191362479628176,0.0,0.0,0.6807924844632507,0.47096024167287714,0.017822536946763154,0.0022222222222222222,-0.24674580622746087,0.051111111111111114,0.1100712769032266
N9_K+0_s2,9,0.0,2,900,0.2500833801465589,0.24928832907349996,0.2742964123687844,0.29393496313891077,0.0,0.0,0.5756539469909684,0.38813160873611635,0.005996620013747558,0.0,-0.2611853589782402,0.042222222222222223,0.34602097552997685
N9_K+0_s3,9,0.0,3,900,0.2623463554541791,0.26011988707799205,0.2935643572192908,0.3155216451694673,0.0,0.0,0.6550044544019309,0.45131430950076706,0.013448152347407951,0.0011111111111111111,-0.21889720522668768,0.1388888888888889,0.22696196071889024
N9_K+0.06_s0,9,0.06,0,900,0.26989975718520476,0.27109663496953973,0.30022142382325234,0.32372202127939237,0.0,0.0,0.4258360077494638,0.21773672208229572,0.011983960849389743,0.023333333333333334,0.05075529792801174,0.058888888888888886,0.9974282993527716
N9_K+0.06_s1,9,0.06,1,900,0.26265766347067654,0.26206303363459993,0.29353707443652083,0.31003537422086086,0.0,0.0,0.4833304482903273,0.243683468355624,0.01208712151800823,0.03111111111111111,0.10792091777860416,0.04888888888888889,0.9994202285490421
