representation,field_id,role,bucket,peer_count,n_obs,p_retard_obs,p_stay_obs,p_advance_obs,p_retard_hat,p_stay_hat,p_advance_hat,e_tv,R_pre,R_bank_moments,d_shape,d_native,u_ensemble,g_peer,policy_a
centers_24_standard,al_f14_n9_p8,active_learning,high_occupancy_high_risk,8,16,0.5625,0.3125,0.125,0.4688344572614976,0.18759695441155189,0.34356858832695075,0.21856858832695064,0.39878665390365553,0.6472297008729168,6.840878972747552,4.278530843156419,0.24139368134205622,0,0.0
centers_24_standard,al_f15_n17_p16,active_learning,high_occupancy_high_risk,16,16,0.9375,0.0,0.0625,0.46185558200761584,0.32852777111146303,0.20961664688092094,0.47564441799238405,0.4113146306239008,0.5662979392896231,1.3066281256129626,3.8478644295121405,0.15042784870343176,0,0.0
centers_24_standard,al_f16_n17_p16,active_learning,high_occupancy_high_risk,16,16,0.875,0.0,0.125,0.5762008019934131,0.1055160920581563,0.31828310594843107,0.29879919800658716,0.3024833849664559,0.6564143775657074,5.288455961534703,4.012339375701427,0.06033985705430985,0,0.0
centers_24_standard,al_f17_n17_p16,active_learning,high_occupancy_high_risk,16,16,0.0625,0.0625,0.875,0.24883566100471283,0.18755198977786341,0.5636123492174238,0.31138765078257624,0.37890349264271583,0.5835414555672032,3.6544666659048057,5.507798806044269,0.2196179430462936,0,0.0
centers_24_standard,al_f18_n17_p16,active_learning,high_disagreement,16,16,1.0,0.0,0.0,0.3837439763221819,0.34446361292177613,0.271792410756042,0.6162560236778181,0.42936545158894146,0.5816759125443824,1.4008458289645958,4.22668592643394,0.18821690267643665,0,0.0
centers_24_standard,al_f19_n17_p16,active_learning,high_disagreement,16,16,0.4375,0.0,0.5625,0.32372265376478204,0.26965448616179755,0.4066228600734206,0.26965448616179744,0.3953410535416313,0.56596578217943,1.6221549837717484,2.6382409890722234,0.13768406834279592,0,0.0
centers_24_standard,al_f20_n17_p16,active_learning,high_disagreement,16,16,0.125,0.5625,0.3125,0.4423034144192123,0.274917839153757,0.2827787464270305,0.3173034144192124,0.3710203420676594,0.5730110581185317,1.7795805572309074,2.705980500730985,0.14313613220431606,0,0.0
centers_24_standard,al_f21_n9_p8,active_learning,high_disagreement,8,16,0.25,0.0,0.75,0.4477628964548406,0.23292720435653172,0.31930989918862773,0.43069010081137227,0.41158885127430644,0.6399377120847454,7.119537238285647,4.402428672359187,0.20462971862288729,0,0.0
centers_24_standard,al_f22_n17_p16,active_learning,high_disagreement,16,16,0.875,0.0,0.125,0.5605141687859837,0.1826435554878922,0.2568422757261243,0.3144858312140164,0.4314281635215319,0.562164288279323,1.300471601806762,4.407777829144213,0.07176135993405054,0,0.0
centers_24_standard,al_f23_n9_p8,active_learning,high_disagreement,8,16,0.0,0.0,1.0,0.11671184281888373,0.028820313345852236,0.8544678438352638,0.1455321561647361,0.38133357813494406,0.5153869231218359,7.839628623701051,3.8706953027426403,0.40950666966211385,0,0.0
centers_24_standard,al_f24_n17_p16,active_learning,high_disagreement,16,16,0.25,0.0,0.75,0.25596361763734676,0.18147429499172538,0.562562087370928,0.18743791262907206,0.4000813371920353,0.562359212993876,1.7917207046907901,3.9047423632079528,0.21542390947812406,0,0.0
