representation,field_id,role,bucket,peer_count,n_obs,p_retard_obs,p_stay_obs,p_advance_obs,p_retard_hat,p_stay_hat,p_advance_hat,e_tv,R_pre,R_bank_moments,d_shape,d_native,u_ensemble,g_peer,policy_a
centers_24_standard,al_f25_n17_p16,active_learning,high_disagreement,16,16,0.375,0.0,0.625,0.44140034609117074,0.09503805046558443,0.4635616034432447,0.16143839655675524,0.31089950749353523,0.5508011149582658,6.389766830325534,5.3477908771570455,0.1108419740765017,0,0.0
centers_24_standard,al_f26_n17_p16,active_learning,k0_or_boundary,16,16,0.1875,0.0625,0.75,0.20008754928772424,0.16326559100775018,0.6366468597045255,0.11335314029547446,0.41509143763575074,0.543795651956418,3.171863286050396,4.933087273531431,0.2502395356448845,0,0.0
centers_24_standard,al_f27_n17_p16,active_learning,k0_or_boundary,16,16,0.6875,0.0,0.3125,0.8920455364405304,0.019943729879134574,0.08801073368033492,0.22448926631966504,0.2976811910718351,0.2638138842704096,11.980356131602646,4.075371397150787,0.3352746001813773,0,0.0
centers_24_standard,al_f28_n17_p16,active_learning,k0_or_boundary,16,16,0.625,0.0,0.375,0.42414052945365927,0.058747833025710246,0.5171116375206309,0.20085947054634096,0.27837656160471835,0.2697098221984915,11.13806100317279,3.850612888446077,0.19780727158817638,0,0.0
centers_24_standard,al_f29_n17_p16,active_learning,k0_or_boundary,16,16,0.875,0.0,0.125,0.4598521661235563,0.02228286486487803,0.5178649690115654,0.4151478338764436,0.27149529940766215,0.2602045586817437,7.559469106475307,2.4472463250424883,0.11608162574079077,0,0.0
centers_24_standard,al_f30_n17_p16,active_learning,k0_or_boundary,16,16,0.25,0.0,0.75,0.7532839991182397,0.02511529262892561,0.22160070825283418,0.5283992917471656,0.3393109026055694,0.44790169154439413,6.284900159515689,2.9344235317081777,0.18182733772481172,0,0.0
centers_24_standard,al_f31_n17_p16,active_learning,k0_or_boundary,16,16,0.75,0.0,0.25,0.27469254624360273,0.17230894493624765,0.5529985088201497,0.47530745375639727,0.2853925467980089,0.434187959800737,5.925985434601449,1.7226891486139166,0.23664065258688985,0,0.0
centers_24_standard,control_exact_antipodal_8_8_r00,exact_antipodal_balance,control,16,16,0.5,0.3125,0.1875,0.3473146475213026,0.34206012013029424,0.31062523234840306,0.15268535247869736,0.386615336278415,nan,0.2471914094450728,1.3052619222005157,0.03421753626231485,0,0.0
centers_24_standard,control_lowrisk_sparse_N8_unimodal_k6,low_risk_anchor,control,8,16,0.0,1.0,0.0,0.12145963085620955,0.599310164991102,0.279230204152688,0.40068983500889777,0.3473481005102146,nan,5.171543825418377,2.159102826166228,0.4184173666720202,0,0.0
centers_24_standard,control_small_imbalance_9_7_r00,small_imbalance,control,16,16,0.125,0.0625,0.8125,0.1674852412366553,0.27567393230733384,0.5568408264560112,0.255659173543989,0.42833972304932344,nan,1.3452384702412497,3.591450290153222,0.21593605179137984,0,0.0
centers_24_standard,control_sparse_N16_antipodal_equal,sparse_antipodal_manifold,control,16,16,0.0,1.0,0.0,0.21836729529627846,0.5413124485174583,0.24032025618626313,0.4586875514825417,0.3961653060308227,nan,1.1692137100119013,0.9229595564125725,0.1361954784988184,0,0.0
