representation,regime,n_agents,t,agent,peer_count_query,abs_z1,abs_z2,abs_z3,d_canonical,d_native,d_peer,policy_a,nn_train_index,nn_canonical_dist,nn_source_family,nn_profile,nn_representation,nn_peer_count,nn_abs_z1,nn_abs_z2,nn_abs_z3
intervals_24_decimal6,k0_drift,9,2,1,8,0.7576473633110106,0.3415063509461096,0.23096988312782188,2.8930066263782486,4.887498163842779,0.0,0,40,2.3471945782906394,transmutation,kappa_4,intervals_24_decimal6,240,0.8635226110245506,0.5682386944877243,0.29528391653682157
intervals_24_decimal6,k0_drift,9,2,2,8,0.6079629131445341,0.39670117787441117,0.10355339059327383,3.0086736454806076,5.274250547982271,0.0,0,63,2.7674805503063684,transmutation,kappa_4,intervals_24_decimal6,240,0.8635226110245507,0.5682386944877252,0.29528391653683034
intervals_24_decimal6,k0_drift,9,2,3,8,0.5560534308167892,0.2795084971874737,0.42677669529663687,3.248678597825082,5.393019583326619,0.0,0,497,2.68170867446869,stimulus_manifold,asymmetric_w075_sep2_k6,intervals_24_decimal6,240,0.6247795856232543,0.4289037033103909,0.4450775747796602
intervals_24_decimal6,k0_drift,9,2,4,8,0.5457199334345942,0.2834936490538906,0.26050269163999357,3.1260133325052255,5.56103270309564,0.0,0,59,3.017624265342342,transmutation,kappa_4,intervals_24_decimal6,240,0.8635226110245505,0.5682386944877243,0.2952839165368229
intervals_24_decimal6,k0_drift,9,2,5,8,0.5266822833589658,0.3415063509461097,0.17677669529663695,2.8645939326821654,4.888372535588554,0.0,0,14,2.7500556293732434,transmutation,kappa_2,intervals_24_decimal6,240,0.697774657964008,0.302225342035992,0.09332397389202395
intervals_24_decimal6,k0_drift,9,2,6,8,0.5182468073353781,0.2460832032507584,0.13529902503654934,3.072449476484059,5.363984452935869,0.0,0,18,2.958882969637351,transmutation,kappa_2,intervals_24_decimal6,240,0.6977746579640081,0.3022253420359921,0.09332397389202404
intervals_24_decimal6,k0_drift,9,2,7,8,0.4799417035345791,0.26622060826215654,0.10355339059327384,2.727384683032008,5.1137176873611665,0.0,0,14,2.681495019959371,transmutation,kappa_2,intervals_24_decimal6,240,0.697774657964008,0.302225342035992,0.09332397389202395
intervals_24_decimal6,k0_drift,9,3,0,8,0.5374314109469949,0.25000000000000006,0.2500000000000001,2.8788784408542507,4.953919658728658,0.0,0,19,2.6446431047503594,transmutation,kappa_2,intervals_24_decimal6,240,0.6977746579640081,0.30222534203599205,0.0933239738920241
intervals_24_decimal6,k0_drift,9,3,1,8,0.7417150687158327,0.2992712713714159,0.17677669529663712,2.656089988564103,4.24655816698638,0.0,0,3,2.2773810511391948,transmutation,kappa_2,intervals_24_decimal6,240,0.6977746579640078,0.30222534203599183,0.09332397389202368
intervals_24_decimal6,k0_drift,9,3,2,8,0.6382327088697883,0.5083044484002404,0.2499999999999997,2.728080348259654,4.971603679937539,0.0,0,62,1.974173585722998,transmutation,kappa_4,intervals_24_decimal6,240,0.8635226110245505,0.5682386944877249,0.29528391653682967
intervals_24_decimal6,k0_drift,9,3,3,8,0.5499436461193303,0.2739710174365327,0.3403631691474264,2.987544737346228,4.777033435193133,0.0,0,496,2.4199517448896635,stimulus_manifold,asymmetric_w075_sep2_k6,intervals_24_decimal6,240,0.6247795856232577,0.4289037033093301,0.4450775747738854
intervals_24_decimal6,k0_drift,9,3,4,8,0.5193092854466668,0.31294840809906094,0.3535533905932738,2.8310910848639375,4.749187527220104,0.0,0,497,2.2223968135184604,stimulus_manifold,asymmetric_w075_sep2_k6,intervals_24_decimal6,240,0.6247795856232543,0.4289037033103909,0.4450775747796602
intervals_24_decimal6,k0_drift,9,3,5,8,0.5435206865207947,0.299271271371416,0.23096988312782174,2.90386766886717,4.930696964249313,0.0,0,14,2.7796759250063188,transmutation,kappa_2,intervals_24_decimal6,240,0.697774657964008,0.302225342035992,0.09332397389202395
intervals_24_decimal6,k0_drift,9,3,6,8,0.5182468073353781,0.2460832032507584,0.13529902503654934,3.072449476484059,5.363984452935869,0.0,0,18,2.958882969637351,transmutation,kappa_2,intervals_24_decimal6,240,0.6977746579640081,0.3022253420359921,0.09332397389202404
intervals_24_decimal6,k0_drift,9,3,7,8,0.5312111122217399,0.35671227768874225,0.07322330470336319,3.02402224023605,5.5457688396744,0.0,0,1848,2.771726548118441,sparse_peer,sparse_peer16_antipodal_10_6_r01_k6,intervals_24_decimal6,16,0.23736987584542493,0.3829159216667129,0.15309310892394873
intervals_24_decimal6,k0_drift,9,4,0,8,0.5374314109469949,0.25000000000000006,0.2500000000000001,2.8788784408542507,4.953919658728658,0.0,0,19,2.6446431047503594,transmutation,kappa_2,intervals_24_decimal6,240,0.6977746579640081,0.30222534203599205,0.0933239738920241
intervals_24_decimal6,k0_drift,9,4,1,8,0.7608025665544054,0.33241062637488766,0.16570678701779576,2.7728826428516875,4.975967813786446,0.0,0,39,2.498765352803483,transmutation,kappa_4,intervals_24_decimal6,240,0.8635226110245506,0.5682386944877248,0.2952839165368288
intervals_24_decimal6,k0_drift,9,4,2,8,0.6640398610277409,0.4506939094329988,0.34036316914742604,2.589004849661156,5.109558143521743,0.0,0,62,2.063476649260858,transmutation,kappa_4,intervals_24_decimal6,240,0.8635226110245505,0.5682386944877249,0.29528391653682967
intervals_24_decimal6,k0_drift,9,4,3,8,0.5499436461193303,0.2739710174365327,0.3403631691474264,2.987544737346228,4.777033435193133,0.0,0,496,2.4199517448896635,stimulus_manifold,asymmetric_w075_sep2_k6,intervals_24_decimal6,240,0.6247795856232577,0.4289037033093301,0.4450775747738854
intervals_24_decimal6,k0_drift,9,4,4,8,0.5709101133668839,0.29927127137141607,0.4267766952966369,2.904313128736434,4.547692797327833,0.0,0,497,2.1372688135449867,stimulus_manifold,asymmetric_w075_sep2_k6,intervals_24_decimal6,240,0.6247795856232543,0.4289037033103909,0.4450775747796602
intervals_24_decimal6,k0_drift,9,4,5,8,0.5435206865207947,0.299271271371416,0.23096988312782174,2.90386766886717,4.930696964249313,0.0,0,14,2.7796759250063188,transmutation,kappa_2,intervals_24_decimal6,240,0.697774657964008,0.302225342035992,0.09332397389202395
intervals_24_decimal6,k0_drift,9,4,6,8,0.5279440488797742,0.30801270189221935,0.09567085809127251,2.5445587961042095,4.782049546904086,0.0,0,17,2.398165720052266,transmutation,kappa_2,intervals_24_decimal6,240,0.6977746579640081,0.302225342035992,0.09332397389202385
intervals_24_decimal6,k0_drift,9,4,7,8,0.5279440488797742,0.30801270189221935,0.09567085809127254,2.778410073101809,4.918566748873907,0.0,0,14,2.6594685454973384,transmutation,kappa_2,intervals_24_decimal6,240,0.697774657964008,0.302225342035992,0.09332397389202395
intervals_24_decimal6,k0_drift,9,5,0,8,0.5172886051006498,0.21650635094610965,0.23096988312782168,2.8279008090925952,5.080700451472729,0.0,0,19,2.6053978721857027,transmutation,kappa_2,intervals_24_decimal6,240,0.6977746579640081,0.30222534203599205,0.0933239738920241
