bundle,n_agents,coupling,seed_index,final_r,mean_r,t_r1_gt_0.5,t_r1_gt_0.9,mean_activity,mean_tau_social
v1,17,0.0,5,0.16847893531037691,0.06621604251501294,nan,nan,0.8288235294117646,-0.09235294117647057
v1,17,0.0,6,0.46626396040780915,0.298609255463925,nan,nan,0.9105882352941178,-0.030588235294117652
v1,17,0.0,7,0.17382054103099215,0.1607415236424705,nan,nan,0.89,-0.04294117647058823
v1,17,0.0,8,0.17998266635881008,0.10620171719829014,nan,nan,0.878235294117647,-0.025294117647058828
v1,17,0.0,9,0.4258202258928449,0.16484966296183756,nan,nan,0.8664705882352939,-0.0852941176470588
v1,17,0.0,10,0.31998559634880624,0.2002991985620281,nan,nan,0.8947058823529411,-0.05235294117647059
v1,17,0.0,11,0.3391283387516536,0.2507962998734365,nan,nan,0.8941176470588235,-0.06470588235294118
v1,17,0.02,0,0.06961312122797897,0.47262595913797695,14.0,nan,0.8829411764705885,0.02411764705882353
v1,17,0.02,1,0.2688647087882392,0.10727983532315921,nan,nan,0.8764705882352941,-0.08352941176470587
v1,17,0.02,2,0.25047798008491867,0.2926226459847807,nan,nan,0.9064705882352939,-0.005294117647058822
v1,17,0.02,3,0.16054921043901021,0.2827067703226806,nan,nan,0.8811764705882352,0.0188235294117647
v1,17,0.02,4,0.5079189640186351,0.3398054518109072,66.0,nan,0.8888235294117648,0.008823529411764706
v1,17,0.02,5,0.3646291877508995,0.5252220627868005,20.0,nan,0.8888235294117647,0.058235294117647066
v1,17,0.02,6,0.46119600080078405,0.3061574402344498,nan,nan,0.8947058823529411,-0.07117647058823529
v1,17,0.02,7,0.35373450609629703,0.34522271431113827,nan,nan,0.9023529411764706,-0.021176470588235293
v1,17,0.02,8,0.20533122427849074,0.31683654279551055,nan,nan,0.8888235294117647,-0.037058823529411755
v1,17,0.02,9,0.7501693645960827,0.36372797024594467,80.0,nan,0.8935294117647061,0.03235294117647059
v1,17,0.02,10,0.2730838941815952,0.21282701058764716,nan,nan,0.9105882352941177,-0.08470588235294116
v1,17,0.02,11,0.048397605534446206,0.2187662087530294,nan,nan,0.891764705882353,-0.14235294117647057
v1,17,0.04,0,0.5936221638755345,0.23036647166196375,93.0,nan,0.8841176470588237,-0.08058823529411767
v1,17,0.04,1,0.27476284049888516,0.3571200333429575,nan,nan,0.9011764705882352,0.04117647058823531
v1,17,0.04,2,0.7225821850929073,0.4672346065881355,71.0,nan,0.8888235294117648,0.02529411764705882
v1,17,0.04,3,0.7636482375684841,0.42334251451481836,64.0,nan,0.8811764705882353,-0.002352941176470587
v1,17,0.04,4,0.4677360324406889,0.40443903002500214,51.0,nan,0.9017647058823529,-0.000588235294117646
v1,17,0.04,5,0.5596848575386859,0.5028300629666709,38.0,nan,0.8911764705882352,0.03470588235294118
v1,17,0.04,6,0.27787674525391204,0.1212125982142594,nan,nan,0.8876470588235292,-0.13470588235294115
v1,17,0.04,7,0.6160019750145724,0.4488624634914655,41.0,nan,0.9076470588235293,0.15823529411764706
v1,17,0.04,8,0.6487567282987048,0.31969139421952053,78.0,nan,0.9041176470588238,0.02294117647058824
v1,17,0.04,9,0.4835894723760571,0.30360945176415044,78.0,nan,0.8994117647058824,0.010000000000000002
v1,17,0.04,10,0.4224139405378091,0.46358513868585016,33.0,nan,0.9070588235294116,0.0388235294117647
