representation,n_agents,peer_count,regime,mean_q_unsupported_peer,mean_q_high_risk,mean_Q_risk,mean_R,final_q_high_risk,final_mean_d_shape
centers_24_standard,9,8,t0_only,0.0,0.0,0.0,0.3339097259870549,0.0,10.259855469479987
centers_24_standard,9,8,k0_drift,0.0,0.014814814814814814,0.014814814814814814,0.3486018106750501,0.2222222222222222,9.446793625424153
centers_24_standard,9,8,closed_loop,0.0,0.07407407407407406,0.07407407407407406,0.36276283451861324,0.0,9.364422874664653
centers_24_standard,17,16,t0_only,0.0,0.0,0.0,0.3576321966988703,0.0,4.421914600273416
centers_24_standard,17,16,k0_drift,0.0,0.18431372549019603,0.18431372549019603,0.38161291992978535,0.0,4.220375858370004
centers_24_standard,17,16,closed_loop,0.0,0.043137254901960784,0.043137254901960784,0.355691507011812,0.058823529411764705,6.995526537245308
