representation,n_agents,peer_count,regime,mean_q_unsupported_peer,mean_q_high_risk,mean_Q_risk,mean_R,final_q_high_risk,final_mean_d_shape
intervals_24_decimal6,9,8,t0_only,0.0,0.0,0.0,0.32916922769633233,0.0,10.259855469479987
intervals_24_decimal6,9,8,k0_drift,0.0,0.22962962962962966,0.22962962962962966,0.342274578783485,0.4444444444444444,9.446793625424153
intervals_24_decimal6,9,8,closed_loop,0.0,0.38518518518518524,0.38518518518518524,0.3544033333542934,0.4444444444444444,9.364422874664653
intervals_24_decimal6,17,16,t0_only,0.0,0.058823529411764705,0.058823529411764705,0.3378690813637144,0.058823529411764705,4.421914600273416
intervals_24_decimal6,17,16,k0_drift,0.0,0.37647058823529417,0.37647058823529417,0.35539133194103767,0.058823529411764705,4.220375858370004
intervals_24_decimal6,17,16,closed_loop,0.0,0.14901960784313725,0.14901960784313725,0.3396446171890169,0.11764705882352941,6.995526537245308
