block,profile,concentration,representation_a,representation_b,comparison,response_l2,complex_low_order,c1_chordal,c2_chordal,mean_tv,mean_js,mean_sym_kl
block_1,antipodal_weps_p000_k6,0.0,intervals_24_decimal6,moments_m1_m3,between_representation,0.40490373845659794,0.26631577133524287,0.10953959695429888,0.1670045777366195,0.525462962962963,0.25885467806611945,5.362959315730412
block_1,antipodal_weps_p000_k6,0.0,intervals_24_decimal6,centers_24_standard,between_representation,0.42953119394141726,0.27948450725069723,0.07258543701666266,0.26425664375252206,0.3726851851851851,0.15173608323144983,2.7553184013442076
block_1,antipodal_weps_p000_k6,0.0,moments_m1_m3,centers_24_standard,between_representation,0.3006241560703951,0.17465942450338134,0.07675462005086703,0.09951504898940537,0.3333333333333333,0.16684674299429206,3.9740500025687178
block_2,antipodal_weps_p000_k6,0.0,intervals_24_decimal6,moments_m1_m3,between_representation,0.4029260392786013,0.24794375707895114,0.13684594525648086,0.11507208039858101,0.5046296296296295,0.24089505936736696,5.123420628103387
block_2,antipodal_weps_p000_k6,0.0,intervals_24_decimal6,centers_24_standard,between_representation,0.43807327158673415,0.25517217563390765,0.13556276136190695,0.2125890794780786,0.3680555555555556,0.15024249925539107,2.788369407868691
block_2,antipodal_weps_p000_k6,0.0,moments_m1_m3,centers_24_standard,between_representation,0.34074067955684245,0.22350672427851817,0.1484187719939522,0.1018158211083534,0.31712962962962965,0.154595296187369,3.3874742604043457
