block,representation,profile,concentration,a0,a1,b1,R1,phi1,phi1_degrees,phi1_reportable,phi1_raw_degrees,a2,b2,R2,phi2,phi2_degrees,phi2_reportable,phi2_raw_degrees,activity,mean_stay,mean_entropy,entropy_units,entropy_normalized_by_log3,no_stay_directional_controller,hard_directional_controller,a0_fourier_range,a0_unweighted_mean_g,a0_density_weighted_mean_g,a0_mirror_even_mean_g,g_prime0_M6_diagnostic,g_prime0_order_range_diagnostic,g_prime0_sign_flip_diagnostic,n_fixed_points_diagnostic,epsilon
block_2,moments_m1_m3,antipodal_weps_p050_k6,0.05,-0.15566950100407534,1.1291443763960345,0.3142091841122271,1.1720471125885943,0.2714055457308201,15.55039230682085,1,15.55039230682085,0.24316830537696552,-0.184592404247137,0.30529523488853144,-0.6493084386641281,-37.20263313768362,1,-37.20263313768362,0.9884259259259258,0.011574074074074073,0.13228681593419941,nats,0,0,0,0.003264393848742664,-0.15046296296296297,-0.1539681836196983,-0.15046296296296297,4.168682062426597,5.142333410892777,0,2,0.05
block_2,moments_m1_m3,antipodal_weps_p100_k6,0.1,-0.08533692875271533,1.0894849038491115,0.25187511577730015,1.118221100526607,0.2271957795767798,13.017359292934028,1,13.017359292934028,0.2819333020126947,-0.06610985082263894,0.2895805572885944,-0.23032627926553703,-13.196723712866834,1,-13.196723712866834,1.0,0.0,0.16196912286773826,nats,0,1,1,0.01093249098242742,-0.07407407407407407,-0.0808916050773794,-0.07407407407407406,3.706523655041553,3.3483779730680783,0,5,0.1
block_2,moments_m1_m3,antipodal_weps_p200_k6,0.2,-0.0339029138411233,1.0351356714150313,0.08653893925373883,1.038746767139619,0.08340758582759568,4.778902647296412,1,4.778902647296412,0.337816582511281,-0.011027413085926927,0.3379965195959402,-0.03263160928638659,-1.8696534908298554,1,-1.8696534908298554,1.0,0.0,0.20389068656074552,nats,0,1,1,0.013025243059299557,-0.027777777777777766,-0.028770935143416897,-0.027777777777777762,3.984665384281005,4.735409104327065,0,8,0.2
block_2,centers_24_standard,antipodal_weps_m100_k6,-0.1,-0.1698883578859716,-0.6326394439526867,-0.38532259395583135,0.7407470333775323,-2.5945296896503653,-148.65560103835324,1,-148.65560103835324,0.220153989408979,-0.08117686031625393,0.23464326477334363,-0.353260304875269,-20.240324538857653,1,-20.240324538857653,0.9837962962962963,0.016203703703703706,0.3945501983756139,nats,0,0,0,0.04671980049597614,-0.16898148148148148,-0.15067662105667387,-0.16898148148148148,0.4908534619249281,1.4841314113893558,1,8,-0.1
block_2,centers_24_standard,antipodal_weps_m050_k6,-0.05,-0.048474331500368464,-0.5111841047752921,-0.3030551611417273,0.5942656137364463,-2.606447579147858,-149.33844580726284,1,-149.33844580726284,0.3835294801160897,-0.09212505223124165,0.3944386991241187,-0.23573721299565958,-13.506747378827836,1,-13.506747378827836,0.9768518518518517,0.02314814814814815,0.4440399717861823,nats,0,0,0,0.01977164226772235,-0.05092592592592593,-0.042671437587948696,-0.05092592592592593,2.5405054048925053,3.728352358018264,0,7,-0.05
block_2,centers_24_standard,antipodal_weps_m020_k6,-0.02,-0.027819086796057595,-0.5236636785373994,-0.21838929275346813,0.5673777678131923,-2.7464825061251337,-157.36185610748342,1,-157.36185610748342,0.4052984827456982,0.09477835452242563,0.4162328634333714,0.22972023924997065,13.162000177758838,1,13.162000177758838,0.9652777777777776,0.034722222222222224,0.48106674927868665,nats,0,0,0,0.015899977464425064,-0.043981481481481476,-0.03357846087334053,-0.04398148148148148,2.0747287686312115,2.381012696439986,1,8,-0.02
block_2,centers_24_standard,antipodal_weps_p000_k6,0.0,0.15382891371811055,0.09797735364831192,-0.05014929453305993,0.11006595100252382,nan,nan,0,-27.105444864533307,0.007059984970904542,0.08939673887045292,0.0896750818703911,nan,nan,0,85.48451619254323,0.31481481481481477,0.6851851851851852,0.4260697462416984,nats,0,0,0,0.004785504356043274,0.15740740740740738,0.15446253323684664,0.15740740740740738,0.15633119130966935,3.339660236192368,1,17,0.0
block_2,centers_24_standard,antipodal_weps_p020_k6,0.02,0.023422925691010413,0.5921677159374283,0.35892493907993095,0.6924519591221351,0.5449076530798088,31.22090874585188,1,31.22090874585188,0.2304433788405256,-0.1355153884361499,0.2673360644478006,-0.5315965830300354,-30.45824061119687,1,-30.45824061119687,0.9814814814814814,0.01851851851851852,0.4331715415616245,nats,0,0,0,0.01895537034746085,0.013888888888888888,0.024053036715948918,0.013888888888888902,2.9328285221396095,1.8513549932114217,0,8,0.02
block_2,centers_24_standard,antipodal_weps_p050_k6,0.05,0.004733462468403988,0.5299609231303538,0.291958338308864,0.605060535279942,0.5035380756616623,28.850606559552368,1,28.850606559552368,0.44786348007122395,0.13884017860037232,0.4688904903869249,0.30061076223684,17.2237279523816,1,17.2237279523816,0.9930555555555556,0.006944444444444444,0.40537711826229594,nats,0,0,0,0.051551452804182094,-0.011574074074074094,0.021045903745052226,-0.011574074074074082,2.0105087399719817,1.2962193241031863,0,11,0.05
block_2,centers_24_standard,antipodal_weps_p100_k6,0.1,-0.15082133390471608,0.6410708114503575,0.23167932240369804,0.6816502722973538,0.34678934209815204,19.869565682342596,1,19.869565682342596,0.39767595180142734,-0.15481404593170084,0.42674764376492336,-0.37124571877207224,-21.27081284794042,1,-21.27081284794042,0.9953703703703702,0.004629629629629629,0.3651435746637974,nats,0,0,0,0.013248891030059856,-0.16203703703703703,-0.15984319790469972,-0.16203703703703703,3.6234977689304806,2.13022865187101,0,6,0.1
block_2,centers_24_standard,antipodal_weps_p200_k6,0.2,-0.10973314045265917,0.7297257975867547,0.22617065506326295,0.7639717958638073,0.30055023112883794,17.22025977536383,1,17.22025977536383,0.08712942095817157,-0.017543645022318383,0.08887809334799765,nan,nan,0,-11.384373477024472,0.9791666666666666,0.020833333333333336,0.4079117537593556,nats,0,0,0,0.021830119632499145,-0.12268518518518522,-0.10996236100563618,-0.12268518518518519,3.4166256678229763,2.4427826404561968,0,4,0.2
