imbalance,representation,a1_rms,activity_rms,R1_rms,a1_mean,activity_mean,R1_mean
10_6,intervals_24_decimal6,0.1421705264155854,0.020453717326421025,0.08109493384370739,-0.22257915728952002,0.9635416666666666,0.3994808054233774
10_6,moments_m1_m3,0.05170981359620077,0.0017930478454663903,0.05241699886001187,1.044859528966677,0.9988425925925926,1.060572708681353
10_6,centers_24_standard,0.06671368691497975,0.03383709802383913,0.13573029304948556,0.18645543297538145,0.9693287037037037,0.4044268238837205
8_8,intervals_24_decimal6,0.07523580198382715,0.04147331682215029,0.05230065883534561,0.006769514662171707,0.6377314814814814,0.10824475304977803
8_8,moments_m1_m3,0.0235887411708451,0.015319807507198423,0.011755629285695107,-0.005572597041714532,0.0474537037037037,0.03306632350909123
8_8,centers_24_standard,0.09783053388289348,0.03833622674265422,0.05272092757100906,-0.04678269171559379,0.6406250000000001,0.13785604182691455
9_7,intervals_24_decimal6,0.08122601277818765,0.02560984571470248,0.11666312133744802,-0.09318931876872245,0.9097222222222223,0.20854186800671323
9_7,moments_m1_m3,0.06466610554493668,0.00862249098712463,0.05507172933549238,1.045144279272307,0.9924768518518517,1.0988521445663297
9_7,centers_24_standard,0.09699836749900682,0.040887781788554865,0.14749275698777708,0.14457000739540396,0.9016203703703703,0.30285302708679895
