model,field_id,bucket,role,peer_count,bin_sparsity,p_fail,n_valid,log_loss,d_TV,abs_e_A,abs_e_a0,a0_mae,a0_sign_acc,a0_corr,n,hat_A,hat_a0,hat_C1,hat_C2,hat_p_minus,hat_p_stay,hat_p_plus,obs_A,obs_a0,obs_C1,obs_C2,obs_p_minus,obs_p_stay,obs_p_plus
peer_specific_global,cent_al_f11_n17_p16,high_occupancy_high_risk,active_learning,16,0.125,0.03125,31,1.0382887721801435,0.6459399587502865,0.1953250324650524,1.0965548850355207,1.0965548850355207,0.0,nan,1.0,0.8046749675349476,-0.09655488503552062,0.09655488503552062,0.19532503246505234,0.45061492628523414,0.19532503246505234,0.3540600412497135,1.0,1.0,1.0,0.0,0.0,0.0,1.0
peer_specific_global,cent_al_f12_n17_p16,high_occupancy_high_risk,active_learning,16,0.125,0.0,32,0.8574287876778037,0.29938507371476586,0.1953250324650524,0.4034451149644794,0.4034451149644794,1.0,nan,1.0,0.8046749675349476,-0.09655488503552062,0.09655488503552062,0.19532503246505234,0.45061492628523414,0.19532503246505234,0.3540600412497135,1.0,-0.5,0.5,0.0,0.75,0.0,0.25
peer_specific_global,cent_al_f13_n17_p16,high_occupancy_high_risk,active_learning,16,0.16666666666666666,0.0,32,0.8348212896150111,0.39313507371476586,0.1953250324650524,0.5909451149644793,0.5909451149644793,1.0,nan,1.0,0.8046749675349476,-0.09655488503552062,0.09655488503552062,0.19532503246505234,0.45061492628523414,0.19532503246505234,0.3540600412497135,1.0,-0.6875,0.6875,0.0,0.84375,0.0,0.15625
peer_specific_global,cent_al_f14_n17_p16,high_occupancy_high_risk,active_learning,16,0.041666666666666664,0.0,32,0.9780021106793635,0.3959399587502865,0.1953250324650524,0.5965548850355207,0.5965548850355207,0.0,nan,1.0,0.8046749675349476,-0.09655488503552062,0.09655488503552062,0.19532503246505234,0.45061492628523414,0.19532503246505234,0.3540600412497135,1.0,0.5,0.5,0.0,0.25,0.0,0.75
peer_specific_global,cent_al_f15_n9_p8,high_occupancy_high_risk,active_learning,8,0.125,0.03125,31,0.8547621602661992,0.4526705446853517,0.10523532522474888,0.8001057641459546,0.8001057641459546,0.0,nan,1.0,0.8947646747752511,0.058170280274986774,0.058170280274986774,0.10523532522474881,0.4182971972501322,0.10523532522474881,0.476467477525119,1.0,-0.7419354838709677,0.7419354838709677,0.0,0.8709677419354839,0.0,0.12903225806451613
peer_specific_global,cent_al_f16_n9_p8,model_disagreement,active_learning,8,0.125,0.21875,25,0.7726055606118837,0.28353252247488103,0.10523532522474888,0.46182971972501324,0.46182971972501324,1.0,nan,1.0,0.8947646747752511,0.058170280274986774,0.058170280274986774,0.10523532522474881,0.4182971972501322,0.10523532522474881,0.476467477525119,1.0,0.52,0.52,0.0,0.24,0.0,0.76
peer_specific_global,cent_al_f17_n9_p8,model_disagreement,active_learning,8,0.125,0.125,28,0.8204102370248206,0.18884565989272492,0.10523532522474888,0.272455994560701,0.272455994560701,0.0,nan,1.0,0.8947646747752511,0.058170280274986774,0.058170280274986774,0.10523532522474881,0.4182971972501322,0.10523532522474881,0.476467477525119,1.0,-0.21428571428571425,0.21428571428571425,0.0,0.6071428571428571,0.0,0.39285714285714285
peer_specific_global,cent_al_f18_n9_p8,model_disagreement,active_learning,8,0.20833333333333334,0.3125,22,0.7591113505738492,0.38716888611124467,0.10523532522474888,0.6691024469977405,0.6691024469977405,1.0,nan,1.0,0.8947646747752511,0.058170280274986774,0.058170280274986774,0.10523532522474881,0.4182971972501322,0.10523532522474881,0.476467477525119,1.0,0.7272727272727273,0.7272727272727273,0.0,0.13636363636363635,0.0,0.8636363636363636
peer_specific_global,cent_al_f19_n9_p8,model_disagreement,active_learning,8,0.20833333333333334,0.0625,30,0.7413558110501196,0.523532522474881,0.10523532522474888,0.9418297197250132,0.9418297197250132,1.0,nan,1.0,0.8947646747752511,0.058170280274986774,0.058170280274986774,0.10523532522474881,0.4182971972501322,0.10523532522474881,0.476467477525119,1.0,1.0,1.0,0.0,0.0,0.0,1.0
peer_specific_global,cent_al_f20_n9_p8,model_disagreement,active_learning,8,0.16666666666666666,0.0,32,0.7779766113178119,0.24228252247488102,0.10523532522474888,0.3793297197250132,0.3793297197250132,1.0,nan,1.0,0.8947646747752511,0.058170280274986774,0.058170280274986774,0.10523532522474881,0.4182971972501322,0.10523532522474881,0.476467477525119,1.0,0.4375,0.4375,0.0,0.28125,0.0,0.71875
peer_specific_global,cent_al_f21_n9_p8,model_disagreement,active_learning,8,0.16666666666666666,0.03125,31,0.7497562813624218,0.4590163934426229,0.10523532522474888,0.8127974616604969,0.8127974616604969,1.0,nan,1.0,0.8947646747752511,0.058170280274986774,0.058170280274986774,0.10523532522474881,0.4182971972501322,0.10523532522474881,0.476467477525119,1.0,0.8709677419354838,0.8709677419354838,0.0,0.06451612903225806,0.0,0.9354838709677419
peer_specific_global,cent_al_f22_n9_p8,model_disagreement,active_learning,8,0.16666666666666666,0.0,32,0.8471492340456754,0.3942028027498678,0.10523532522474888,0.6831702802749868,0.6831702802749868,0.0,nan,1.0,0.8947646747752511,0.058170280274986774,0.058170280274986774,0.10523532522474881,0.4182971972501322,0.10523532522474881,0.476467477525119,1.0,-0.625,0.625,0.0,0.8125,0.0,0.1875
peer_specific_global,cent_al_f23_n9_p8,model_disagreement,active_learning,8,0.125,0.0,32,0.7739076335102906,0.273532522474881,0.10523532522474888,0.4418297197250132,0.4418297197250132,1.0,nan,1.0,0.8947646747752511,0.058170280274986774,0.058170280274986774,0.10523532522474881,0.4182971972501322,0.10523532522474881,0.476467477525119,1.0,0.5,0.5,0.0,0.25,0.0,0.75
peer_specific_global,cent_al_f24_n9_p8,k0_or_drift,active_learning,8,0.16666666666666666,0.0,32,0.757631722280205,0.398532522474881,0.10523532522474888,0.6918297197250132,0.6918297197250132,1.0,nan,1.0,0.8947646747752511,0.058170280274986774,0.058170280274986774,0.10523532522474881,0.4182971972501322,0.10523532522474881,0.476467477525119,1.0,0.75,0.75,0.0,0.125,0.0,0.875
peer_specific_global,cent_al_f25_n9_p8,k0_or_drift,active_learning,8,0.16666666666666666,0.0,32,0.745424788857641,0.492282522474881,0.10523532522474888,0.8793297197250132,0.8793297197250132,1.0,nan,1.0,0.8947646747752511,0.058170280274986774,0.058170280274986774,0.10523532522474881,0.4182971972501322,0.10523532522474881,0.476467477525119,1.0,0.9375,0.9375,0.0,0.03125,0.0,0.96875
peer_specific_global,cent_al_f26_n9_p8,k0_or_drift,active_learning,8,0.16666666666666666,0.0,32,0.8634251452757609,0.5192028027498679,0.10523532522474888,0.9331702802749868,0.9331702802749868,0.0,nan,1.0,0.8947646747752511,0.058170280274986774,0.058170280274986774,0.10523532522474881,0.4182971972501322,0.10523532522474881,0.476467477525119,1.0,-0.875,0.875,0.0,0.9375,0.0,0.0625
