representation,scheme,d_shape,d_native,local_density,u_ensemble,d_orientation,policy_a,g_peer,e_tv,peer_count,bin_sparsity
centers_24_standard,acquisition_block_holdout,0.25320742387858663,0.0,3.949331282164545,0.0,0.24678473775671558,0.0,0,0.347379940431376,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.5547495801457845,0.0,1.8026151542777316,0.0,0.30725295380058326,0.0,0,0.3185363856253808,16,0.3333333333333333
centers_24_standard,acquisition_block_holdout,1.5407276680689508,0.0,0.6490439684602639,0.0,0.4281953336994526,0.0,0,0.5004692214769773,16,0.5833333333333334
centers_24_standard,acquisition_block_holdout,0.3469902538183089,0.0,2.881925324979359,0.0,0.1773925755860746,0.0,0,0.2866241343536595,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,2.8486985835628023,0.0,0.3510374898102848,0.0,0.4957979525963484,0.0,0,0.12661930104447794,16,0.16666666666666666
centers_24_standard,acquisition_block_holdout,1.326447187924436,0.0,0.7538935655363365,0.0,0.25706965181639774,0.0,0,0.6143401582438075,16,0.3333333333333333
centers_24_standard,acquisition_block_holdout,0.6602074850384427,0.0,1.5146753447391947,0.0,0.18023567446900404,0.0,0,0.6475575453133655,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.5547495801457843,0.0,1.8026151542777318,0.0,0.17739257558607435,0.0,0,0.33363221720902947,16,0.3333333333333333
centers_24_standard,acquisition_block_holdout,0.7322162854060125,0.0,1.3657166877208993,0.0,0.4494162619478562,0.0,0,0.32053580807893245,16,0.3333333333333333
centers_24_standard,acquisition_block_holdout,0.6548736065010853,0.0,1.52701222048463,0.0,0.21407104661123127,0.0,0,0.2866839782321018,16,0.3333333333333333
centers_24_standard,acquisition_block_holdout,0.6214599011570976,0.0,1.6091142777484078,0.0,0.2467847377567157,0.0,0,0.19289394316825959,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.5670378538489611,0.0,1.7635506928014806,0.0,0.4042736802430535,0.0,0,0.2371241946480518,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.39598639214513065,0.0,2.525339304168553,0.0,0.23954227936956451,0.0,0,0.36614092819567623,16,0.3333333333333333
centers_24_standard,acquisition_block_holdout,0.8237526961109943,0.0,1.2139565730359172,0.0,0.3251343527046061,0.0,0,0.3434731281965796,16,0.5
centers_24_standard,acquisition_block_holdout,0.44401661814919857,0.0,2.2521679575154545,0.0,0.2657513528607591,0.0,0,0.34938196549911127,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.5721506664825083,0.0,1.7477913748625717,0.0,0.20909296272537367,0.0,0,0.1811616640750915,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.28712272839572833,0.0,3.4828312115429085,0.0,0.27129522296300923,0.0,0,0.3336651950539262,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.6961895386444413,0.0,1.4363904432507153,0.0,0.2090929627253736,0.0,0,0.21681451901707324,16,0.3333333333333333
centers_24_standard,acquisition_block_holdout,0.3402715222687751,0.0,2.938829536284602,0.0,0.18023567446900465,0.0,0,0.32087591801354576,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,2.120729635538707,0.0,0.4715358258036416,0.0,0.5204693945755647,0.0,0,0.17610754327393174,16,0.5
centers_24_standard,acquisition_block_holdout,0.6356695562769444,0.0,1.5731443957406173,0.0,0.32722083889925424,0.0,0,0.1759655684633753,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.9764180078924135,0.0,1.0241515333770708,0.0,0.3371142210419542,0.0,0,0.08948705810272342,16,0.25
centers_24_standard,acquisition_block_holdout,0.5622763950545715,0.0,1.7784847608673764,0.0,0.25382062558770696,0.0,0,0.2759562071934851,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.44585789876862586,0.0,2.242867072136231,0.0,0.2726242548034124,0.0,0,0.07397292980793894,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.3634334424995199,0.0,2.7515354479281884,0.0,0.22320506699152048,0.0,0,0.3736094469963783,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,1.1750065666556426,0.0,0.851059073521815,0.0,0.2395422793695648,0.0,0,0.5039988989976338,16,0.25
centers_24_standard,acquisition_block_holdout,0.5721506664825069,0.0,1.7477913748625762,0.0,0.24678473775671558,0.0,0,0.4795933138020151,16,0.4166666666666667
centers_24_standard,acquisition_block_holdout,0.7128140796667524,0.0,1.402890358826119,0.0,0.39528579016654253,0.0,0,0.3075637766806332,16,0.25
centers_24_standard,acquisition_block_holdout,0.5924894455559314,0.0,1.6877937784388757,0.0,0.37085252149177705,0.0,0,0.30643148901466005,16,0.3333333333333333
