model,field_id,bucket,role,peer_count,bin_sparsity,unresolved_near_zero,R_pre,log_loss,d_TV,abs_e_A,abs_e_a0,abs_e_C1,abs_e_C2,n_valid,p_minus_hat,p_stay_hat,p_plus_hat,p_minus_obs,p_stay_obs,p_plus_obs,A_hat,A_obs,a0_hat,a0_obs
global_empirical,cent_al_f28_n9_p8,k0_or_drift,active_learning,8,0.3333333333333333,0,0.38058434865125595,2.046425642543063,0.7458229812036776,0.7458229812036776,0.23171158704699607,0.08356343889884793,0.7458229812036775,27.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.037037037037037035,0.8518518518518519,0.1111111111111111,0.8939711293518258,0.14814814814814814,-0.157637512972922,0.07407407407407407
global_empirical,cent_al_f29_n17_p16,k0_or_drift,active_learning,16,0.2916666666666667,0,0.34279228778677934,0.9532329653032323,0.502800933746032,0.10602887064817423,0.8995729968438897,0.5842979708980458,0.10602887064817436,31.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.12903225806451613,0.0,0.8709677419354839,0.8939711293518258,1.0,-0.157637512972922,0.7419354838709677
global_empirical,cent_ctrl_unimodal_positive_polar,control,centers_unimodal_positive_polar,16,0.25,0,0.2802840078395839,2.244043857349157,0.8939711293518257,0.8939711293518258,0.157637512972922,0.157637512972922,0.8939711293518257,32.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.0,1.0,0.0,0.8939711293518258,0.0,-0.157637512972922,0.0
global_empirical,cent_ctrl_unimodal_sign_reversed,control,centers_sign_reversed_anchor,16,0.25,0,0.29800736833116326,2.244043857349157,0.8939711293518257,0.8939711293518258,0.157637512972922,0.157637512972922,0.8939711293518257,32.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.0,1.0,0.0,0.8939711293518258,0.0,-0.157637512972922,0.0
global_empirical,cent_ctrl_exact_antipodal,control,exact_antipodal,16,0.4166666666666667,0,0.3443438859433958,1.1428661307431165,0.1320663674470638,0.1320663674470639,0.06239941773482677,0.06239941773482677,0.13206636744706374,21.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.42857142857142855,0.23809523809523808,0.3333333333333333,0.8939711293518258,0.7619047619047619,-0.157637512972922,-0.09523809523809523
global_empirical,cent_ctrl_small_imbalance,control,small_imbalance,16,0.25,0,0.29635325832564613,1.1572381516493575,0.4517302470882998,0.042119277499973906,0.8613412166766257,0.5460661907307818,0.04211927749997378,27.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.07407407407407407,0.14814814814814814,0.7777777777777778,0.8939711293518258,0.8518518518518519,-0.157637512972922,0.7037037037037037
global_empirical,cent_ctrl_sparse_unimodal,control,sparse_unimodal,8,0.25,0,0.2374570322011587,2.244043857349157,0.8939711293518257,0.8939711293518258,0.157637512972922,0.157637512972922,0.8939711293518257,32.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.0,1.0,0.0,0.8939711293518258,0.0,-0.157637512972922,0.0
global_empirical,cent_ctrl_sparse_antipodal,control,sparse_antipodal,16,0.5,0,0.36038532079436536,2.244043857349157,0.8939711293518257,0.8939711293518258,0.157637512972922,0.157637512972922,0.8939711293518257,8.0,0.5258043211623739,0.10602887064817436,0.36816680818945186,0.0,1.0,0.0,0.8939711293518258,0.0,-0.157637512972922,0.0
kernel_nn_euclidean,cent_al_f00_n17_p16,high_occupancy_high_risk,active_learning,16,0.08333333333333333,0,0.28540107661335956,0.8855325493619138,0.38157894740613096,0.05263157923931594,0.710526315572946,0.289473684427054,0.052631579239315905,32.0,0.578947368166815,0.052631579239315905,0.36842105259386904,0.25,0.0,0.75,0.9473684207606841,1.0,-0.210526315572946,0.5
kernel_nn_euclidean,cent_al_f01_n17_p16,high_occupancy_high_risk,active_learning,16,0.08333333333333333,0,0.3063873452415051,1.0180042591043414,0.2781964548420504,0.15755359553651105,0.3988393141475892,0.3988393141475892,0.15755359553651163,32.0,0.15930354515794984,0.15755359553651163,0.6831428593055391,0.4375,0.0,0.5625,0.842446404463489,1.0,0.5238393141475892,0.125
