profile,profile_family,source_family,acquisition_block,epsilon_level,sparse_realization,offset_group,offset_index,p_retard,p_stay,p_advance,activity,g,a0,abs_z1,antipodal_balance,n_trials
asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,na,na,g4,28,0.16666666666666666,0.0,0.8333333333333334,1.0,0.6666666666666667,0.0,0.6247795856232577,0.5528749290980961,12
asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,na,na,g4,29,0.08333333333333333,0.0,0.9166666666666666,1.0,0.8333333333333333,0.0,0.6247795856232543,0.6054699673269983,12
asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,na,na,g5,30,0.4166666666666667,0.0,0.5833333333333334,1.0,0.16666666666666669,0.0,0.6247795856233036,0.7116653871201681,12
asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,na,na,g5,31,0.4166666666666667,0.0,0.5833333333333334,1.0,0.16666666666666669,0.0,0.6247795856232844,0.9564397445940633,12
asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,na,na,g5,32,0.4166666666666667,0.0,0.5833333333333334,1.0,0.16666666666666669,0.0,0.6247795856232227,0.8272190153199351,12
asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,na,na,g5,33,0.16666666666666666,0.0,0.8333333333333334,1.0,0.6666666666666667,0.0,0.6247795856232488,0.5082807912969867,12
asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,na,na,g5,34,0.9166666666666666,0.0,0.08333333333333333,1.0,-0.8333333333333333,0.0,0.6247795856233075,0.30781453354698574,12
asymmetric_w075_sep2_k6,asymmetric_w075_sep2_k6,stimulus_manifold,block_2,na,na,g5,35,0.16666666666666666,0.0,0.8333333333333334,1.0,0.6666666666666667,0.0,0.6247795856232187,0.20872841751020976,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g0,0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,-0.16666666666666666,0.8333333333333334,0.9494692640906437,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g0,1,0.4166666666666667,0.0,0.5833333333333334,1.0,0.16666666666666669,0.0,0.9250306488875356,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g0,2,0.8333333333333334,0.0,0.16666666666666666,1.0,-0.6666666666666667,0.0,0.9494692640906437,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g0,3,0.16666666666666666,0.0,0.8333333333333334,1.0,0.6666666666666667,0.0,0.9494692640906438,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g0,4,0.5,0.0,0.5,1.0,0.0,0.0,0.9250306488875357,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g0,5,0.16666666666666666,0.0,0.8333333333333334,1.0,0.6666666666666667,0.0,0.9250306488875358,0.25,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g1,6,0.0,0.0,1.0,1.0,1.0,0.0,0.9494692640906438,0.25,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g1,7,0.16666666666666666,0.0,0.8333333333333334,1.0,0.6666666666666667,0.0,0.9250306488875357,0.5,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g1,8,0.08333333333333333,0.0,0.9166666666666666,1.0,0.8333333333333333,0.0,0.9494692640906437,0.75,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g1,9,0.16666666666666666,0.0,0.8333333333333334,1.0,0.6666666666666667,0.0,0.9494692640906437,0.75,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g1,10,0.0,0.0,1.0,1.0,1.0,0.0,0.9250306488875357,0.5,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g1,11,0.16666666666666666,0.0,0.8333333333333334,1.0,0.6666666666666667,0.0,0.9494692640906437,0.25,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g2,12,0.0,0.0,1.0,1.0,1.0,0.0,0.9250306488875357,0.25,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g2,13,0.0,0.0,1.0,1.0,1.0,0.0,0.9250306488875357,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g2,14,0.5833333333333334,0.0,0.4166666666666667,1.0,-0.16666666666666669,0.0,0.9250306488875357,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g2,15,0.5833333333333334,0.0,0.4166666666666667,1.0,-0.16666666666666669,0.0,0.9494692640906438,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g2,16,0.4166666666666667,0.0,0.5833333333333334,1.0,0.16666666666666669,0.0,0.9250306488875357,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g2,17,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.9494692640906438,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g3,18,0.0,0.9166666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.9494692640906437,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g3,19,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.9250306488875356,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g3,20,0.5833333333333334,0.08333333333333333,0.3333333333333333,0.9166666666666667,-0.25000000000000006,0.08333333333333333,0.9494692640906438,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g3,21,0.08333333333333333,0.0,0.9166666666666666,1.0,0.8333333333333333,0.0,0.9250306488875357,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g3,22,0.9166666666666666,0.0,0.08333333333333333,1.0,-0.8333333333333333,0.0,0.9250306488875357,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g3,23,1.0,0.0,0.0,1.0,-1.0,0.0,0.9250306488875357,0.25,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g4,24,0.6666666666666666,0.0,0.3333333333333333,1.0,-0.3333333333333333,0.0,0.9494692640906439,0.25,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g4,25,0.8333333333333334,0.0,0.16666666666666666,1.0,-0.6666666666666667,0.0,0.9250306488875356,0.5,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g4,26,0.6666666666666666,0.0,0.3333333333333333,1.0,-0.3333333333333333,0.0,0.9494692640906438,0.75,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g4,27,1.0,0.0,0.0,1.0,-1.0,0.0,0.9494692640906437,0.75,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g4,28,1.0,0.0,0.0,1.0,-1.0,0.0,0.9250306488875356,0.5,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g4,29,0.4166666666666667,0.0,0.5833333333333334,1.0,0.16666666666666669,0.0,0.9494692640906437,0.25,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g5,30,0.5833333333333334,0.0,0.4166666666666667,1.0,-0.16666666666666669,0.0,0.9250306488875356,0.25,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g5,31,0.9166666666666666,0.0,0.08333333333333333,1.0,-0.8333333333333333,0.0,0.9250306488875357,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g5,32,1.0,0.0,0.0,1.0,-1.0,0.0,0.9494692640906439,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g5,33,0.5,0.0,0.5,1.0,0.0,0.0,0.9494692640906437,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g5,34,0.16666666666666666,0.5,0.3333333333333333,0.5,0.16666666666666666,0.5,0.9250306488875356,0.0,12
sparse_N8_unimodal_k6,sparse_N8_unimodal_k6,stimulus_manifold,block_2,na,na,g5,35,0.4166666666666667,0.3333333333333333,0.25,0.6666666666666667,-0.16666666666666669,0.3333333333333333,0.9494692640906438,0.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g0,0,0.0,1.0,0.0,0.0,0.0,1.0,3.925231146709438e-17,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g0,1,0.25,0.3333333333333333,0.4166666666666667,0.6666666666666667,0.16666666666666669,0.3333333333333333,1.0007415106216802e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g0,2,0.4166666666666667,0.0,0.5833333333333334,1.0,0.16666666666666669,0.0,1.5700924586837752e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g0,3,0.16666666666666666,0.0,0.8333333333333334,1.0,0.6666666666666667,0.0,1.7772239894833365e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g0,4,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,1.7772239894833365e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g0,5,0.4166666666666667,0.3333333333333333,0.25,0.6666666666666667,-0.16666666666666669,0.3333333333333333,1.7772239894833365e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g1,6,0.16666666666666666,0.75,0.08333333333333333,0.25,-0.08333333333333333,0.75,1.4946834900704541e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g1,7,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,-0.16666666666666666,0.8333333333333334,1.6653345369377348e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g1,8,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,1.5265566588595902e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g1,9,0.5833333333333334,0.4166666666666667,0.0,0.5833333333333334,-0.5833333333333334,0.4166666666666667,1.7554167342883506e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g1,10,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,0.6666666666666666,1.4946834900704541e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g1,11,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.5833333333333334,-0.25,0.4166666666666667,1.6184142622847344e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g2,12,0.6666666666666666,0.25,0.08333333333333333,0.75,-0.5833333333333333,0.25,1.6184142622847344e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g2,13,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,-0.16666666666666666,0.8333333333333334,1.5700924586837752e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g2,14,0.25,0.6666666666666666,0.08333333333333333,0.3333333333333333,-0.16666666666666669,0.6666666666666666,1.2412670766236366e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g2,15,0.75,0.16666666666666666,0.08333333333333333,0.8333333333333334,-0.6666666666666666,0.16666666666666666,1.1102230246251565e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g2,16,0.3333333333333333,0.5,0.16666666666666666,0.5,-0.16666666666666666,0.5,8.326672684688674e-17,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g2,17,0.0,1.0,0.0,0.0,0.0,1.0,5.551115123125783e-17,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g3,18,0.0,1.0,0.0,0.0,0.0,1.0,3.925231146709438e-17,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g3,19,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.41666666666666663,0.25,0.5833333333333334,1.0007415106216802e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g3,20,0.6666666666666666,0.0,0.3333333333333333,1.0,-0.3333333333333333,0.0,1.5700924586837752e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g3,21,0.16666666666666666,0.0,0.8333333333333334,1.0,0.6666666666666667,0.0,1.5700924586837752e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g3,22,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.9166666666666667,0.25000000000000006,0.08333333333333333,1.7772239894833365e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g3,23,0.5,0.0,0.5,1.0,0.0,0.0,1.7772239894833365e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g4,24,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666,1.4946834900704541e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g4,25,0.25,0.6666666666666666,0.08333333333333333,0.3333333333333333,-0.16666666666666669,0.6666666666666666,1.6653345369377348e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g4,26,0.0,1.0,0.0,0.0,0.0,1.0,1.5265566588595902e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g4,27,0.9166666666666666,0.08333333333333333,0.0,0.9166666666666666,-0.9166666666666666,0.08333333333333333,1.7554167342883506e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g4,28,0.16666666666666666,0.75,0.08333333333333333,0.25,-0.08333333333333333,0.75,1.4946834900704541e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g4,29,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.41666666666666663,-0.25,0.5833333333333334,1.6184142622847344e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g5,30,0.5833333333333334,0.25,0.16666666666666666,0.75,-0.41666666666666674,0.25,1.6184142622847344e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g5,31,0.16666666666666666,0.5833333333333334,0.25,0.41666666666666663,0.08333333333333334,0.5833333333333334,1.5700924586837752e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g5,32,0.6666666666666666,0.0,0.3333333333333333,1.0,-0.3333333333333333,0.0,1.7772239894833365e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g5,33,0.9166666666666666,0.0,0.08333333333333333,1.0,-0.8333333333333333,0.0,1.1102230246251565e-16,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g5,34,0.5,0.5,0.0,0.5,-0.5,0.5,8.326672684688674e-17,1.0,12
sparse_N16_antipodal_k6,sparse_N16_antipodal_k6,stimulus_manifold,block_2,na,na,g5,35,0.0,1.0,0.0,0.0,0.0,1.0,5.551115123125783e-17,1.0,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g0,0,0.08333333333333333,0.0,0.9166666666666666,1.0,0.8333333333333333,0.0,0.18247186087058748,0.8003310779237021,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.1824718608705777,0.800569259230668,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g0,2,0.0,0.0,1.0,1.0,1.0,0.0,0.18247186087059533,0.8015309511933507,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g0,3,0.5,0.0,0.5,1.0,0.0,0.0,0.18247186087059197,0.8054594982669854,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g0,4,0.5,0.0,0.5,1.0,0.0,0.0,0.1824718608705707,0.812436197423988,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g0,5,0.0,0.0,1.0,1.0,1.0,0.0,0.18247186087057396,0.8366590673625864,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g1,6,0.16666666666666666,0.0,0.8333333333333334,1.0,0.6666666666666667,0.0,0.18247186087059522,0.8703919432019097,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g1,7,0.75,0.0,0.25,1.0,-0.5,0.0,0.18247186087057216,0.9118055594276449,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g1,8,0.0,0.0,1.0,1.0,1.0,0.0,0.1824718608705955,0.9487306252853434,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g1,9,0.0,0.0,1.0,1.0,1.0,0.0,0.18247186087059403,0.9571407814128201,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g1,10,0.5833333333333334,0.0,0.4166666666666667,1.0,-0.16666666666666669,0.0,0.18247186087057174,0.9105791886588158,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g1,11,0.8333333333333334,0.0,0.16666666666666666,1.0,-0.6666666666666667,0.0,0.18247186087059467,0.8722215528759818,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g2,12,0.4166666666666667,0.0,0.5833333333333334,1.0,0.16666666666666669,0.0,0.18247186087057474,0.8360412152825851,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g2,13,0.08333333333333333,0.0,0.9166666666666666,1.0,0.8333333333333333,0.0,0.18247186087057385,0.8147443610868328,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g2,14,0.8333333333333334,0.0,0.16666666666666666,1.0,-0.6666666666666667,0.0,0.18247186087058104,0.8043794011201941,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g2,15,0.8333333333333334,0.0,0.16666666666666666,1.0,-0.6666666666666667,0.0,0.18247186087059203,0.8018035136987116,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g2,16,1.0,0.0,0.0,1.0,-1.0,0.0,0.1824718608705709,0.8006902666002489,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g2,17,0.75,0.0,0.25,1.0,-0.5,0.0,0.18247186087059528,0.8003827549898233,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g3,18,0.5,0.4166666666666667,0.08333333333333333,0.5833333333333334,-0.4166666666666667,0.4166666666666667,0.1824718608705953,0.8003827549898231,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g3,19,0.75,0.0,0.25,1.0,-0.5,0.0,0.18247186087057082,0.800690266600249,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g3,20,0.9166666666666666,0.0,0.08333333333333333,1.0,-0.8333333333333333,0.0,0.18247186087059203,0.8018035136987116,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g3,21,1.0,0.0,0.0,1.0,-1.0,0.0,0.18247186087058098,0.8043794011201941,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g3,22,0.9166666666666666,0.0,0.08333333333333333,1.0,-0.8333333333333333,0.0,0.18247186087057368,0.8147443610868328,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g3,23,0.75,0.0,0.25,1.0,-0.5,0.0,0.1824718608705747,0.8360412152825851,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g4,24,0.8333333333333334,0.0,0.16666666666666666,1.0,-0.6666666666666667,0.0,0.18247186087059467,0.8722215528759822,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g4,25,0.9166666666666666,0.0,0.08333333333333333,1.0,-0.8333333333333333,0.0,0.1824718608705716,0.9105791886588159,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g4,26,1.0,0.0,0.0,1.0,-1.0,0.0,0.18247186087059408,0.9571407814128206,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g4,27,1.0,0.0,0.0,1.0,-1.0,0.0,0.18247186087059528,0.9487306252853434,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g4,28,0.8333333333333334,0.0,0.16666666666666666,1.0,-0.6666666666666667,0.0,0.18247186087057218,0.9118055594276451,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g4,29,0.8333333333333334,0.0,0.16666666666666666,1.0,-0.6666666666666667,0.0,0.1824718608705952,0.8703919432019103,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g5,30,0.75,0.0,0.25,1.0,-0.5,0.0,0.18247186087057385,0.8366590673625867,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g5,31,1.0,0.0,0.0,1.0,-1.0,0.0,0.18247186087057068,0.8124361974239881,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g5,32,0.8333333333333334,0.0,0.16666666666666666,1.0,-0.6666666666666667,0.0,0.18247186087059183,0.8054594982669854,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g5,33,0.6666666666666666,0.0,0.3333333333333333,1.0,-0.3333333333333333,0.0,0.1824718608705954,0.8015309511933506,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g5,34,0.75,0.0,0.25,1.0,-0.5,0.0,0.18247186087057765,0.800569259230668,12
antipodal_weps_m100_k6,antipodal_weps_m100_k6,antipodal_weight,block_1,-0.100,na,g5,35,0.8333333333333334,0.0,0.16666666666666666,1.0,-0.6666666666666667,0.0,0.18247186087058762,0.8003310779237021,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g0,0,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.09123593043529389,0.900165538961851,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.09123593043528892,0.900284629615334,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g0,2,0.0,0.0,1.0,1.0,1.0,0.0,0.09123593043529772,0.9007654755966752,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g0,3,0.25,0.0,0.75,1.0,0.5,0.0,0.09123593043529594,0.9027297491334927,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g0,4,0.0,0.0,1.0,1.0,1.0,0.0,0.09123593043528538,0.9062180987119941,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g0,5,0.5,0.0,0.5,1.0,0.0,0.0,0.09123593043528702,0.9183295336812931,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g1,6,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.09123593043529764,0.935195971600955,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g1,7,0.08333333333333333,0.0,0.9166666666666666,1.0,0.8333333333333333,0.0,0.09123593043528613,0.9559027797138223,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g1,8,0.08333333333333333,0.0,0.9166666666666666,1.0,0.8333333333333333,0.0,0.09123593043529776,0.9743653126426715,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g1,9,0.08333333333333333,0.0,0.9166666666666666,1.0,0.8333333333333333,0.0,0.09123593043529704,0.9785703907064098,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g1,10,0.6666666666666666,0.0,0.3333333333333333,1.0,-0.3333333333333333,0.0,0.09123593043528588,0.9552895943294077,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g1,11,0.5833333333333334,0.0,0.4166666666666667,1.0,-0.16666666666666669,0.0,0.09123593043529749,0.9361107764379906,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g2,12,0.25,0.0,0.75,1.0,0.5,0.0,0.0912359304352874,0.9180206076412925,12
antipodal_weps_m050_k6,antipodal_weps_m050_k6,antipodal_weight,block_1,-0.050,na,g2,13,0.5833333333333334,0.0,0.4166666666666667,1.0,-0.16666666666666669,0.0,0.091235930435287,0.9073721805434162,12
