profile,profile_family,source_family,acquisition_block,epsilon_level,sparse_realization,offset_group,offset_index,p_retard,p_stay,p_advance,activity,g,a0,abs_z1,antipodal_balance,n_trials
kappa_2,kappa_2,transmutation,block_1,na,na,g2,16,0.5416666666666666,0.0,0.4583333333333333,1.0,-0.08333333333333331,0.0,0.6977746579640081,0.1664243855304055,24
kappa_2,kappa_2,transmutation,block_1,na,na,g2,17,0.16666666666666666,0.041666666666666664,0.7916666666666666,0.9583333333333333,0.625,0.041666666666666664,0.6977746579640081,0.15294096559384385,24
kappa_2,kappa_2,transmutation,block_1,na,na,g3,18,0.375,0.375,0.25,0.625,-0.125,0.375,0.6977746579640081,0.15294096559384407,24
kappa_2,kappa_2,transmutation,block_1,na,na,g3,19,0.08333333333333333,0.0,0.9166666666666666,1.0,0.8333333333333333,0.0,0.6977746579640081,0.1664243855304055,24
kappa_2,kappa_2,transmutation,block_1,na,na,g3,20,0.041666666666666664,0.0,0.9583333333333334,1.0,0.9166666666666667,0.0,0.6977746579640081,0.20050745422021832,24
kappa_2,kappa_2,transmutation,block_1,na,na,g3,21,0.0,0.0,1.0,1.0,1.0,0.0,0.6977746579640082,0.24985493306881457,24
kappa_2,kappa_2,transmutation,block_1,na,na,g3,22,0.4583333333333333,0.0,0.5416666666666666,1.0,0.08333333333333331,0.0,0.697774657964008,0.3586719813085746,24
kappa_2,kappa_2,transmutation,block_1,na,na,g3,23,0.7083333333333334,0.0,0.2916666666666667,1.0,-0.4166666666666667,0.0,0.697774657964008,0.48687012114168016,24
kappa_2,kappa_2,transmutation,block_1,na,na,g4,24,0.5833333333333334,0.0,0.4166666666666667,1.0,-0.16666666666666669,0.0,0.697774657964008,0.6336292632419256,24
kappa_2,kappa_2,transmutation,block_1,na,na,g4,25,0.7083333333333334,0.0,0.2916666666666667,1.0,-0.4166666666666667,0.0,0.697774657964008,0.7561766711912081,24
kappa_2,kappa_2,transmutation,block_1,na,na,g4,26,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.697774657964008,0.8867141082796199,24
kappa_2,kappa_2,transmutation,block_1,na,na,g4,27,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.697774657964008,0.8639722093998915,24
kappa_2,kappa_2,transmutation,block_1,na,na,g4,28,0.041666666666666664,0.0,0.9583333333333334,1.0,0.9166666666666667,0.0,0.697774657964008,0.7598028344531047,24
kappa_2,kappa_2,transmutation,block_1,na,na,g4,29,0.6666666666666666,0.0,0.3333333333333333,1.0,-0.3333333333333333,0.0,0.697774657964008,0.627186889051826,24
