block,representation,profile,concentration,a0,a1,a2,b1,b2,activity,a1_class,a1_ci_low,a1_ci_high
feature_block_2,intervals_n30_d6_o0,kappa_6,6.0,-0.08635517054980225,0.41523697566095635,0.3721351318167519,0.06848004843061839,0.11107169805338797,1.0,unresolved,0.17340729712753447,0.489079552647567
feature_block_2,intervals_n30_d6_o0,kappa_9,9.0,-0.057979800640127116,0.3869987234811,0.4944057555677183,0.17921653520638187,0.2792373210629943,0.9907407407407409,unresolved,0.16324544827820817,0.4514320991417806
feature_block_2,intervals_n30_d6_o0,kappa_12,12.0,-0.1420639004264425,0.49891259637584523,0.14954020337413756,0.43025871653963155,0.0855927567138957,0.9583333333333334,polar,0.25241041510428575,0.5470029848675311
feature_block_2,intervals_n36_d6_o0,kappa_2,2.0,-0.28212563224556775,0.8081453419996988,0.35432273212268955,0.4404097724379823,0.00101165805325551,0.9814814814814815,polar,0.5127806235232227,0.7700806869413226
feature_block_2,intervals_n36_d6_o0,kappa_6,6.0,-0.3039949645150528,0.7433988498319949,0.33962952904101124,0.29637264369263094,0.06883716215573328,1.0,polar,0.4629597033694157,0.7238401456802599
feature_block_2,intervals_n36_d6_o0,kappa_9,9.0,-0.4262230256598971,0.5256490851575318,0.37887013358801475,0.298177706655029,0.11608239520403842,0.9768518518518517,polar,0.2871097162395707,0.5642118752985175
feature_block_2,intervals_n36_d6_o0,kappa_12,12.0,-0.3913313964528897,0.7564344693561995,0.4526868354236265,0.4140427043523883,-0.08722573371838248,0.9861111111111112,polar,0.4795297430142323,0.7210689884121092
feature_block_2,intervals_n48_d6_o0,kappa_2,2.0,-0.14064937770608027,1.0607443961523668,0.2667971223031158,0.280748990768851,-0.06073966497953276,0.9861111111111113,polar,0.7305121231879514,0.9549080126599377
feature_block_2,intervals_n48_d6_o0,kappa_6,6.0,-0.30561421364170255,0.9129356281093778,0.40877190848661754,0.5335398149681371,-0.20888738474639534,1.0,polar,0.611115835177727,0.8463372992230376
feature_block_2,intervals_n48_d6_o0,kappa_9,9.0,-0.2666950519045958,0.9294895267913037,0.3276204220995715,0.33408100801699997,-0.023506097907368934,0.9907407407407409,polar,0.6145571517176802,0.8644905577115611
feature_block_2,intervals_n48_d6_o0,kappa_12,12.0,-0.27035476329936947,0.8764574486330373,0.3219388759165555,0.33351057296853664,-0.1214706958059007,1.0,polar,0.5669289933891437,0.8294402175815441
feature_block_2,centers_n24_d6_o0,kappa_2,2.0,-0.23991268486675757,0.7620690518243132,-0.08309273921480947,0.314933301079187,0.11011819572481457,0.9861111111111113,polar,0.47471393689611985,0.7411233585239907
feature_block_2,centers_n24_d6_o0,kappa_6,6.0,-0.300788181878209,-0.008086568783824563,-0.06855671232106851,0.212947080214555,0.18857877420609534,0.9907407407407407,suppressed,-0.15570481651650434,0.14322507448740332
feature_block_2,centers_n24_d6_o0,kappa_9,9.0,-0.15232871334019607,-0.1480657158400509,0.15164281302708554,0.19171467001585069,0.05430039291146981,0.9861111111111112,unresolved,-0.2650897410865691,0.03019851785633676
feature_block_2,centers_n24_d6_o0,kappa_12,12.0,-0.3175405375346471,-0.29142577276832277,-0.10873014841489181,0.16978814283291105,-0.14334790255621213,0.9722222222222222,unresolved,-0.3835814413347122,-0.08370095470882694
feature_block_2,centers_n24_d6_o0.125,kappa_2,2.0,-0.2882210229815449,0.6476795871545792,-0.03644419046777759,0.2009209384518151,0.060339342915248236,1.0,polar,0.37245421842394005,0.6547863674688575
feature_block_2,centers_n24_d6_o0.125,kappa_6,6.0,-0.34780036707554124,0.01703032036389932,0.22291365862885962,0.31427985345338066,0.22853314885085993,0.9814814814814815,suppressed,-0.12834012563376068,0.15490917818682357
feature_block_2,centers_n24_d6_o0.125,kappa_9,9.0,-0.31436737213629834,-0.22149876749474984,-0.028172187023211632,0.06680447258469098,0.0002235825019894034,0.9907407407407407,unresolved,-0.32065634046407515,-0.028851835398402977
feature_block_2,centers_n24_d6_o0.125,kappa_12,12.0,-0.31129385708058244,-0.20444096369533993,0.19154864442211883,-0.11644954769755993,-0.1377302189310574,0.9490740740740742,unresolved,-0.3081707141788922,-0.013688134368448606
feature_block_2,centers_n24_d6_o0.25,kappa_2,2.0,-0.5459401389300655,0.2045476793923189,0.005660794356504495,0.29917435897911493,0.22003035611485466,1.0,unresolved,0.025776795234243182,0.2991122523327685
feature_block_2,centers_n24_d6_o0.25,kappa_6,6.0,-0.31338035057010555,-0.05639915271166968,-0.2584810299578438,0.26056085622044844,0.06918676818355451,0.9861111111111112,suppressed,-0.1910241273281712,0.1045627330751443
feature_block_2,centers_n24_d6_o0.25,kappa_9,9.0,-0.2925670000145542,-0.20900008524851643,0.09062369908248182,0.12797133019257895,-0.044161886087171906,0.9629629629629631,unresolved,-0.3121168167498233,-0.017340433645308694
feature_block_2,centers_n24_d6_o0.25,kappa_12,12.0,-0.34714472842628064,-0.2629639870529334,0.04623543605233415,-0.1156842064973302,0.020596661647365403,0.9722222222222222,unresolved,-0.36058717742736385,-0.06098189590391652
feature_block_2,centers_n24_d6_o0.375,kappa_2,2.0,-0.3050184357868752,0.2824577856965882,-0.12169900563620678,0.4102893295265416,0.18075244449759206,0.9953703703703705,unresolved,0.08320660766022837,0.3703149039556491
feature_block_2,centers_n24_d6_o0.375,kappa_6,6.0,-0.4478102814922965,-0.39383110627998597,0.13016170098090207,0.13664608819012375,0.12265849673509481,0.9722222222222222,unresolved,-0.45575653439577996,-0.1690663329297111
feature_block_2,centers_n24_d6_o0.375,kappa_9,9.0,-0.36317849107915656,-0.20649267316600617,0.0076379527578695925,0.20302038853763993,-0.06618737960001984,0.9629629629629631,unresolved,-0.31339975487611127,-0.015954483061185354
feature_block_2,centers_n24_d6_o0.375,kappa_12,12.0,-0.398173186107367,0.02457209806037632,0.08005661964917385,0.4359397259316041,0.03622835339516796,0.9675925925925927,suppressed,-0.12605968468938517,0.16837087947547297
feature_block_2,centers_n24_d6_o0.5,kappa_2,2.0,-0.22928162490848547,0.30153627074042083,-0.06714882866205617,0.11952616556671998,0.08472498501352334,0.9722222222222222,unresolved,0.08854458158837174,0.3895583783365645
