profile,offset_radians,n_planned,n_valid,p_retard,p_stay,p_advance,g_mean,g_standard_error,g_odd,g_even
broad_kappa_2,-0.39269908169872414,50,50,0.9,0.0,0.1,-0.8,0.08571428571428572,-0.51,-0.29000000000000004
broad_kappa_2,-0.2617993877991496,50,50,0.66,0.14,0.2,-0.46,0.11503326936684226,-0.5,0.04000000000000001
broad_kappa_2,-0.130899693899575,50,50,0.0,1.0,0.0,0.0,0.0,-0.04,0.04
broad_kappa_2,0.0,50,50,0.0,0.98,0.02,0.02,0.02,0.0,0.02
broad_kappa_2,0.130899693899575,50,50,0.1,0.72,0.18,0.08,0.0747239818892687,0.04,0.04
broad_kappa_2,0.2617993877991496,50,50,0.04,0.38,0.58,0.54,0.08186599303939658,0.5,0.04000000000000001
broad_kappa_2,0.39269908169872414,50,50,0.34,0.1,0.56,0.22,0.13183167994353517,0.51,-0.29000000000000004
broad_kappa_2,0.5235987755982987,50,50,0.32,0.0,0.68,0.36,0.13327890045360685,0.6,-0.24
broad_kappa_2,0.6544984694978737,50,50,0.16,0.04,0.8,0.64,0.10598421137709377,0.17,0.47
broad_kappa_2,0.7853981633974478,50,50,0.1,0.0,0.9,0.8,0.08571428571428572,0.49,0.31000000000000005
broad_kappa_2,0.9162978572970228,50,50,0.46,0.0,0.54,0.08,0.14239926622145274,0.12,-0.04
broad_kappa_2,1.0471975511965974,50,50,0.14,0.0,0.86,0.72,0.0991391518451284,0.36,0.36
broad_kappa_2,1.1780972450961729,50,50,0.28,0.0,0.72,0.44,0.1282853961179637,0.26,0.18
broad_kappa_2,1.3089969389957474,50,50,0.0,0.0,1.0,1.0,0.0,0.74,0.26
broad_kappa_2,1.439896632895322,50,50,0.36,0.0,0.64,0.28,0.13714285714285712,0.6000000000000001,-0.32
broad_kappa_2,1.5707963267948966,50,50,0.14,0.0,0.86,0.72,0.0991391518451284,0.84,-0.12
broad_kappa_2,1.7016960206944711,50,50,0.16,0.0,0.84,0.68,0.10474458731327634,0.72,-0.03999999999999998
broad_kappa_2,1.8325957145940457,50,50,0.02,0.0,0.98,0.96,0.04,0.8200000000000001,0.13999999999999996
broad_kappa_2,1.9634954084936203,50,50,0.38,0.0,0.62,0.24,0.13868184113727539,0.44,-0.2
broad_kappa_2,2.0943951023931957,50,50,0.34,0.0,0.66,0.32,0.1353453632265944,0.45999999999999996,-0.13999999999999999
broad_kappa_2,2.2252947962927694,50,50,0.66,0.0,0.34,-0.32,0.1353453632265944,0.07999999999999999,-0.4
broad_kappa_2,2.356194490192345,50,50,0.26,0.0,0.74,0.48,0.1253240697112075,-0.08000000000000002,0.56
broad_kappa_2,2.4870941840919194,50,50,0.26,0.0,0.74,0.48,0.1253240697112075,0.15999999999999998,0.32
broad_kappa_2,2.617993877991494,50,50,0.34,0.06,0.6,0.26,0.13343193632954992,0.31,-0.04999999999999999
broad_kappa_2,2.7488935718910694,50,50,0.36,0.0,0.64,0.28,0.13714285714285712,0.32,-0.03999999999999998
broad_kappa_2,2.879793265790643,50,50,0.52,0.0,0.48,-0.04,0.14274281139196338,-0.08,0.039999999999999994
broad_kappa_2,3.0106929596902186,50,50,0.76,0.0,0.24,-0.52,0.12202375145178644,-0.29000000000000004,-0.23
narrow_kappa_12,-3.141592653589793,50,50,0.0,0.88,0.12,0.12,0.04642307659791978,0.0,0.12
narrow_kappa_12,-3.0106929596902186,50,50,0.08,0.06,0.86,0.78,0.08226388599364554,0.27,0.51
narrow_kappa_12,-2.8797932657906435,50,50,0.0,0.78,0.22,0.22,0.05917804336345138,-0.09000000000000001,0.31
narrow_kappa_12,-2.748893571891069,50,50,0.3,0.08,0.62,0.32,0.12917319491951215,0.32,0.0
narrow_kappa_12,-2.6179938779914944,50,50,0.18,0.22,0.6,0.42,0.11098814056888591,0.15,0.27
narrow_kappa_12,-2.4870941840919194,50,50,0.1,0.0,0.9,0.8,0.0857142857142857,0.74,0.06
narrow_kappa_12,-2.356194490192345,50,50,0.18,0.0,0.82,0.64,0.1097678440702774,0.46,0.18
narrow_kappa_12,-2.2252947962927703,50,50,0.3,0.0,0.7,0.4,0.13093073414159542,0.44,-0.03999999999999998
narrow_kappa_12,-2.0943951023931957,50,50,0.64,0.0,0.36,-0.28,0.13714285714285712,0.07999999999999999,-0.36
narrow_kappa_12,-1.9634954084936207,50,50,0.04,0.0,0.96,0.92,0.05598833697790121,0.9,0.020000000000000018
narrow_kappa_12,-1.832595714594046,50,50,0.72,0.0,0.28,-0.44,0.1282853961179637,-0.2,-0.24
narrow_kappa_12,-1.7016960206944713,50,50,0.54,0.0,0.46,-0.08,0.14239926622145274,0.26,-0.33999999999999997
narrow_kappa_12,-1.5707963267948966,50,50,0.78,0.0,0.22,-0.56,0.11835608672690273,-0.5,-0.060000000000000026
narrow_kappa_12,-1.4398966328953218,50,50,0.52,0.0,0.48,-0.04,0.14274281139196338,-0.28,0.24000000000000002
narrow_kappa_12,-1.3089969389957472,50,50,0.6,0.0,0.4,-0.2,0.13997084244475305,0.06,-0.26
narrow_kappa_12,-1.1780972450961726,50,50,0.44,0.0,0.56,0.12,0.14182484166846693,0.019999999999999997,0.1
narrow_kappa_12,-1.0471975511965979,50,50,0.56,0.0,0.44,-0.12,0.14182484166846693,-0.36,0.24
narrow_kappa_12,-0.9162978572970228,50,50,0.28,0.0,0.72,0.44,0.1282853961179637,0.14,0.3
narrow_kappa_12,-0.7853981633974483,50,50,0.6,0.02,0.38,-0.22,0.13788489728015604,-0.49,0.27
narrow_kappa_12,-0.6544984694978737,50,50,0.58,0.0,0.42,-0.16,0.14101671633432072,0.08,-0.24
narrow_kappa_12,-0.5235987755982987,50,50,0.8,0.1,0.1,-0.7,0.09147320339189782,-0.35,-0.35
narrow_kappa_12,-0.39269908169872414,50,50,0.32,0.68,0.0,-0.32,0.06663945022680343,-0.23,-0.09
narrow_kappa_12,-0.2617993877991496,50,50,0.1,0.84,0.06,-0.04,0.056856424977521136,-0.15,0.11
narrow_kappa_12,-0.130899693899575,50,50,0.12,0.88,0.0,-0.12,0.04642307659791976,0.17,-0.29000000000000004
narrow_kappa_12,0.0,50,50,0.0,1.0,0.0,0.0,0.0,0.0,0.0
narrow_kappa_12,0.130899693899575,50,50,0.46,0.54,0.0,-0.46,0.07119963311072637,-0.17,-0.29000000000000004
narrow_kappa_12,0.2617993877991496,50,50,0.08,0.58,0.34,0.26,0.08480469759803332,0.15,0.11
narrow_kappa_12,0.39269908169872414,50,50,0.32,0.22,0.46,0.14,0.12457273918052367,0.23,-0.09
narrow_kappa_12,0.5235987755982987,50,50,0.44,0.12,0.44,0.0,0.13401187885209798,0.35,-0.35
narrow_kappa_12,0.6544984694978737,50,50,0.52,0.28,0.2,-0.32,0.11226790116793427,-0.08,-0.24
narrow_kappa_12,0.7853981633974478,50,50,0.12,0.0,0.88,0.76,0.09284615319583955,0.49,0.27
narrow_kappa_12,0.9162978572970228,50,50,0.42,0.0,0.58,0.16,0.14101671633432072,-0.14,0.3
narrow_kappa_12,1.0471975511965974,50,50,0.2,0.0,0.8,0.6,0.1142857142857143,0.36,0.24
narrow_kappa_12,1.1780972450961729,50,50,0.46,0.0,0.54,0.08,0.14239926622145274,-0.019999999999999997,0.1
narrow_kappa_12,1.3089969389957474,50,50,0.64,0.04,0.32,-0.32,0.13229527888903114,-0.06,-0.26
narrow_kappa_12,1.439896632895322,50,50,0.24,0.0,0.76,0.52,0.12202375145178643,0.28,0.24000000000000002
narrow_kappa_12,1.5707963267948966,50,50,0.28,0.0,0.72,0.44,0.1282853961179637,0.5,-0.060000000000000026
narrow_kappa_12,1.7016960206944711,50,50,0.8,0.0,0.2,-0.6,0.1142857142857143,-0.26,-0.33999999999999997
narrow_kappa_12,1.8325957145940457,50,50,0.52,0.0,0.48,-0.04,0.14274281139196338,0.2,-0.24
narrow_kappa_12,1.9634954084936203,50,50,0.94,0.0,0.06,-0.88,0.06785338335450239,-0.9,0.020000000000000018
narrow_kappa_12,2.0943951023931957,50,50,0.72,0.0,0.28,-0.44,0.1282853961179637,-0.07999999999999999,-0.36
narrow_kappa_12,2.2252947962927694,50,50,0.74,0.0,0.26,-0.48,0.12532406971120746,-0.44,-0.03999999999999998
narrow_kappa_12,2.356194490192345,50,50,0.64,0.0,0.36,-0.28,0.13714285714285712,-0.46,0.18
narrow_kappa_12,2.4870941840919194,50,50,0.84,0.0,0.16,-0.68,0.10474458731327634,-0.74,0.06
narrow_kappa_12,2.617993877991494,50,50,0.44,0.0,0.56,0.12,0.14182484166846693,-0.15,0.27
narrow_kappa_12,2.7488935718910694,50,50,0.66,0.0,0.34,-0.32,0.1353453632265944,-0.32,0.0
narrow_kappa_12,2.879793265790643,50,50,0.3,0.0,0.7,0.4,0.13093073414159542,0.09000000000000001,0.31
narrow_kappa_12,3.0106929596902186,50,50,0.38,0.0,0.62,0.24,0.13868184113727539,-0.27,0.51
